client_id,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
2640,45,m,48,40-50,77917,53.50,8390,0.54,0.61,26.96,2.58
2642,22,m,26,25-40,58400,52.40,8620,0.48,0.15,18.89,1.18
2643,54,f,53,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
2644,6,f,35,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
2645,67,m,79,>65,106054,63.10,8110,-1.56,0.78,29.81,6.16
2646,63,f,62,25-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
2647,9,m,59,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
2648,9,f,65,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
2650,75,m,24,18-25,138032,64.60,8819,3.20,0.28,31.04,5.52
2651,75,f,30,25-40,138032,64.60,8819,3.20,0.28,31.04,5.52
2652,41,f,50,40-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
2653,1,m,49,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2654,59,f,60,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
2655,44,m,36,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
2656,54,m,44,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
2657,73,m,51,25-50,182027,56.40,8746,0.43,0.41,24.14,3.54
2658,11,m,66,>65,75637,36.50,9622,0.71,0.14,46.30,0.52
2659,46,m,58,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
2661,1,f,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2662,1,m,21,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2663,8,m,23,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
2666,47,f,64,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
2667,9,m,28,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
2668,9,f,24,18-25,81344,55.30,8899,-6.15,0.58,33.65,3.68
2669,51,m,72,>65,121947,70.50,8541,2.81,0.46,30.07,2.74
2670,45,m,63,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
2671,35,f,27,25-40,88768,80.50,8867,2.66,0.19,39.45,1.11
2672,7,f,59,25-50,94725,63.40,9920,5.88,0.61,48.22,2.56
2673,65,m,40,25-40,114200,43.70,8403,4.91,-0.02,21.34,5.73
2674,65,f,47,40-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
2675,31,m,75,>65,51313,59.20,8930,2.42,0.68,27.09,3.86
2676,61,m,38,25-40,117897,53.80,8814,-0.45,0.98,17.69,5.25
2677,33,m,77,>65,133777,84.70,8705,1.56,1.86,35.54,6.68
2678,33,f,81,>65,133777,84.70,8705,1.56,1.86,35.54,6.68
2679,1,m,61,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2680,1,f,54,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2681,45,f,28,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
2682,45,m,24,18-25,77917,53.50,8390,0.54,0.61,26.96,2.58
2683,48,f,70,>65,78955,59.00,9060,0.79,0.66,21.35,2.11
2684,74,f,46,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
2685,73,f,30,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
2686,19,f,48,40-50,51428,52.70,8402,1.94,0.85,20.40,3.55
2687,19,m,50,40-50,51428,52.70,8402,1.94,0.85,20.40,3.55
2688,60,f,32,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
2689,16,m,76,>65,93931,56.90,8427,0.42,0.42,20.16,1.33
2690,58,f,28,25-40,109164,63.60,8757,2.37,0.57,21.45,3.67
2691,47,m,35,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
2692,44,m,74,>65,105606,53.00,8254,1.51,0.97,21.26,3.27
2693,46,f,23,18-25,112709,73.50,8369,-2.09,0.52,24.27,2.05
2694,15,f,72,>65,58796,51.90,9045,0.58,0.47,31.67,3.37
2695,15,m,70,>65,58796,51.90,9045,0.58,0.47,31.67,3.37
2696,2,m,52,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
2697,2,f,51,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
2698,31,f,29,25-40,51313,59.20,8930,2.42,0.68,27.09,3.86
2699,31,m,22,18-25,51313,59.20,8930,2.42,0.68,27.09,3.86
2700,34,m,54,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
2701,1,m,47,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2702,7,m,80,>65,94725,63.40,9920,5.88,0.61,48.22,2.56
2703,2,f,26,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
2704,1,f,50,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2705,43,m,75,>65,161854,76.30,9425,-1.20,0.78,24.64,2.11
2706,3,m,32,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
2707,45,m,30,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
2708,73,m,41,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
2709,26,m,53,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
2712,25,m,43,40-50,88757,61.70,8554,4.46,0.21,22.76,2.58
2713,36,m,37,25-40,159617,85.20,9198,2.11,0.95,37.36,3.81
2714,6,f,29,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
2715,7,m,42,40-50,94725,63.40,9920,5.88,0.61,48.22,2.56
2716,25,f,30,25-40,88757,61.70,8554,4.46,0.21,22.76,2.58
2717,46,m,69,>65,112709,73.50,8369,-2.09,0.52,24.27,2.05
2718,46,f,67,>65,112709,73.50,8369,-2.09,0.52,24.27,2.05
2719,29,f,35,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
2720,1,f,50,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2721,24,f,49,40-50,122603,80.00,8991,0.61,0.62,42.70,1.70
2724,35,m,24,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
2726,1,f,26,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2727,1,m,31,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2728,74,m,77,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
2729,1,m,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2730,52,m,52,25-50,139012,61.90,8363,1.69,0.97,19.29,3.00
2731,38,m,72,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
2732,57,f,46,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
2733,3,f,72,>65,75232,41.70,8980,-0.15,0.26,37.46,2.08
2734,3,m,65,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
2735,64,m,71,>65,197099,74.70,9624,-1.11,0.71,22.19,1.96
2736,1,f,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2738,1,m,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2739,13,m,49,40-50,53921,41.30,8598,5.16,0.49,32.20,3.01
2740,36,f,32,25-40,159617,85.20,9198,2.11,0.95,37.36,3.81
2741,41,f,69,>65,118650,85.60,9832,-8.21,1.16,50.21,3.90
2742,65,f,51,25-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
2743,50,f,60,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
2744,50,m,56,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
2745,54,f,60,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
2746,1,m,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2747,6,m,63,25-50,77963,51.50,8546,6.16,1.07,36.94,3.48
2748,6,f,63,25-50,77963,51.50,8546,6.16,1.07,36.94,3.48
2749,14,f,78,>65,177686,74.80,10045,-1.74,0.29,36.30,1.56
2750,14,m,86,>65,177686,74.80,10045,-1.74,0.29,36.30,1.56
2751,68,f,42,40-50,228848,57.20,9893,1.15,0.63,25.15,4.40
2752,48,m,28,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
2754,66,f,21,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
2755,1,f,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2756,31,f,80,>65,51313,59.20,8930,2.42,0.68,27.09,3.86
2758,1,m,53,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2759,2,m,25,18-25,88884,46.70,8507,5.79,0.18,27.19,1.76
2760,68,f,24,18-25,228848,57.20,9893,1.15,0.63,25.15,4.40
2761,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2762,29,f,46,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
2765,36,f,18,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
2766,70,m,40,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
2767,70,f,45,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
2768,1,m,35,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2769,69,m,62,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
2770,1,m,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2771,37,m,79,>65,114006,62.30,9065,0.17,0.93,36.46,4.92
2772,37,f,76,>65,114006,62.30,9065,0.17,0.93,36.46,4.92
2773,49,f,80,>65,75685,60.80,8208,6.12,0.37,24.99,2.07
2774,49,m,78,>65,75685,60.80,8208,6.12,0.37,24.99,2.07
2775,41,f,21,18-25,118650,85.60,9832,-8.21,1.16,50.21,3.90
2776,31,f,65,25-50,51313,59.20,8930,2.42,0.68,27.09,3.86
2777,46,f,29,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
2778,57,m,35,25-40,161954,48.00,8720,-0.48,0.77,22.78,4.12
2779,29,m,51,25-50,45714,55.60,8843,1.53,0.78,18.66,3.21
2780,29,f,52,25-50,45714,55.60,8843,1.53,0.78,18.66,3.21
2781,46,f,39,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
2782,31,m,59,25-50,51313,59.20,8930,2.42,0.68,27.09,3.86
2783,1,m,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2784,36,f,41,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
2785,22,m,37,25-40,58400,52.40,8620,0.48,0.15,18.89,1.18
2786,24,m,48,40-50,122603,80.00,8991,0.61,0.62,42.70,1.70
2787,41,f,23,18-25,118650,85.60,9832,-8.21,1.16,50.21,3.90
2788,49,f,48,40-50,75685,60.80,8208,6.12,0.37,24.99,2.07
2789,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2790,16,m,24,18-25,93931,56.90,8427,0.42,0.42,20.16,1.33
2791,60,m,78,>65,110643,51.90,8441,3.37,1.03,18.67,3.97
2794,18,m,34,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
2795,18,f,31,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
2796,15,m,25,18-25,58796,51.90,9045,0.58,0.47,31.67,3.37
2797,28,m,49,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
2798,65,m,68,>65,114200,43.70,8403,4.91,-0.02,21.34,5.73
2799,4,f,38,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
2800,2,m,50,40-50,88884,46.70,8507,5.79,0.18,27.19,1.76
2801,75,m,80,>65,138032,64.60,8819,3.20,0.28,31.04,5.52
2802,1,f,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2803,68,m,68,>65,228848,57.20,9893,1.15,0.63,25.15,4.40
2804,68,f,63,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
2805,73,m,35,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
2806,58,f,44,40-50,109164,63.60,8757,2.37,0.57,21.45,3.67
2808,8,f,25,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
2809,33,m,20,18-25,133777,84.70,8705,1.56,1.86,35.54,6.68
2810,72,m,28,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
2811,1,f,53,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2812,55,f,29,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
2813,70,m,58,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
2814,19,f,26,25-40,51428,52.70,8402,1.94,0.85,20.40,3.55
2815,35,m,69,>65,88768,80.50,8867,2.66,0.19,39.45,1.11
2816,35,f,61,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
2817,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2818,54,m,36,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
2819,8,m,19,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
2820,77,m,33,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
2821,45,f,19,18-25,77917,53.50,8390,0.54,0.61,26.96,2.58
2822,50,m,41,40-50,102609,52.00,8187,0.11,0.62,20.74,5.14
2823,70,f,53,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
2824,39,m,58,25-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
2825,65,m,41,40-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
2826,59,m,64,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
2827,63,m,76,>65,86513,50.50,8288,-1.18,0.73,17.47,4.15
2828,14,f,50,40-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
2829,33,f,60,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
2830,51,m,25,18-25,121947,70.50,8541,2.81,0.46,30.07,2.74
2831,68,f,19,18-25,228848,57.20,9893,1.15,0.63,25.15,4.40
2832,13,m,72,>65,53921,41.30,8598,5.16,0.49,32.20,3.01
2833,13,f,76,>65,53921,41.30,8598,5.16,0.49,32.20,3.01
2834,52,m,50,40-50,139012,61.90,8363,1.69,0.97,19.29,3.00
2835,27,m,33,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
2836,38,f,80,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
2837,38,m,72,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
2838,65,m,34,25-40,114200,43.70,8403,4.91,-0.02,21.34,5.73
2839,72,f,71,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
2840,72,m,65,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
2841,18,f,26,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
2842,74,m,41,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
2843,70,f,33,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
2844,51,m,37,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
2845,7,m,47,40-50,94725,63.40,9920,5.88,0.61,48.22,2.56
2846,1,f,30,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2847,34,f,57,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
2848,34,m,60,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
2849,19,m,71,>65,51428,52.70,8402,1.94,0.85,20.40,3.55
2850,7,m,29,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
2851,54,m,60,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
2852,26,f,57,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
2853,28,f,43,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
2854,16,m,50,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
2855,16,f,42,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
2856,47,m,76,>65,162580,72.80,9538,-4.11,0.30,35.33,1.66
2857,33,m,72,>65,133777,84.70,8705,1.56,1.86,35.54,6.68
2858,42,f,73,>65,95907,59.10,8388,0.10,0.53,17.34,2.67
2859,68,f,71,>65,228848,57.20,9893,1.15,0.63,25.15,4.40
2860,28,m,41,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
2862,49,f,35,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
2863,49,m,31,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
2864,51,f,47,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
2865,15,m,51,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
2866,15,f,50,40-50,58796,51.90,9045,0.58,0.47,31.67,3.37
2867,1,f,39,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2868,14,m,66,>65,177686,74.80,10045,-1.74,0.29,36.30,1.56
2869,1,m,24,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2870,29,m,40,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
2871,71,f,32,25-40,161227,69.70,8678,-2.39,-0.36,29.69,5.75
2872,77,f,66,>65,148545,53.50,8909,0.88,1.55,23.73,4.79
2873,16,f,24,18-25,93931,56.90,8427,0.42,0.42,20.16,1.33
2874,34,m,27,25-40,125236,87.70,9675,-1.06,1.25,41.97,7.05
2875,46,m,63,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
2876,1,m,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2877,59,m,67,>65,108871,62.10,8444,-2.66,0.23,22.50,3.36
2878,68,m,52,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
2879,40,m,22,18-25,128118,85.30,9317,-0.60,0.58,53.94,6.78
2880,60,m,47,40-50,110643,51.90,8441,3.37,1.03,18.67,3.97
2881,12,f,32,25-40,107870,58.00,8754,0.59,0.48,35.56,4.07
2882,70,m,68,>65,285387,89.90,10177,0.81,1.12,35.02,7.19
2883,30,m,46,40-50,94812,81.80,9650,-1.91,0.29,30.53,3.52
2884,40,f,41,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
2885,1,f,34,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2886,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2887,2,f,38,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
2888,1,f,21,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2889,25,m,56,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
2890,62,m,48,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
2891,62,f,42,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
2892,3,f,58,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
2893,2,f,72,>65,88884,46.70,8507,5.79,0.18,27.19,1.76
2894,70,f,51,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
2895,70,f,22,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
2896,1,f,24,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2897,40,m,74,>65,128118,85.30,9317,-0.60,0.58,53.94,6.78
2898,40,f,79,>65,128118,85.30,9317,-0.60,0.58,53.94,6.78
2899,16,m,81,>65,93931,56.90,8427,0.42,0.42,20.16,1.33
2900,18,m,76,>65,70699,65.30,8968,2.40,0.52,25.81,3.09
2901,25,f,60,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
2902,8,f,40,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
2903,8,m,40,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
2904,64,f,53,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
2905,64,m,48,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
2906,5,m,65,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
2907,5,f,67,>65,95616,51.40,9307,4.43,0.58,29.58,4.14
2908,1,m,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2909,26,m,63,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
2910,76,m,63,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
2911,45,m,67,>65,77917,53.50,8390,0.54,0.61,26.96,2.58
2912,45,f,74,>65,77917,53.50,8390,0.54,0.61,26.96,2.58
2913,44,m,37,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
2915,33,f,45,40-50,133777,84.70,8705,1.56,1.86,35.54,6.68
2916,1,m,27,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2917,16,m,59,25-50,93931,56.90,8427,0.42,0.42,20.16,1.33
2918,5,m,32,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
2919,5,f,29,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
2920,44,f,37,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
2921,64,f,23,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
2922,43,m,59,25-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
2923,35,f,22,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
2924,18,f,58,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
2925,18,m,52,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
2926,27,m,65,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
2927,27,f,70,>65,67298,43.80,8561,1.46,0.64,16.02,0.97
2928,38,m,67,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
2929,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2930,41,m,58,25-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
2932,1,f,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2933,72,m,57,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
2934,72,f,51,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
2935,61,f,55,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
2936,3,f,54,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
2937,74,m,50,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
2938,8,f,78,>65,112065,69.40,11277,-1.71,0.19,45.36,1.34
2939,8,m,81,>65,112065,69.40,11277,-1.71,0.19,45.36,1.34
2940,1,m,34,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2941,38,m,48,40-50,85852,59.80,8965,1.97,1.15,31.89,7.66
2942,67,f,33,25-40,106054,63.10,8110,-1.56,0.78,29.81,6.16
2943,1,f,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2944,71,f,56,25-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
2945,74,m,78,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
2946,74,f,73,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
2947,19,f,42,40-50,51428,52.70,8402,1.94,0.85,20.40,3.55
2948,47,m,21,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
2949,14,m,56,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
2950,46,m,55,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
2951,76,f,49,40-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
2952,52,f,21,18-25,139012,61.90,8363,1.69,0.97,19.29,3.00
2953,3,m,63,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
2954,38,f,40,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
2955,38,m,47,40-50,85852,59.80,8965,1.97,1.15,31.89,7.66
2956,23,m,60,25-50,87419,85.50,8624,3.65,0.87,34.76,2.23
2957,23,m,21,18-25,87419,85.50,8624,3.65,0.87,34.76,2.23
2958,48,m,24,18-25,78955,59.00,9060,0.79,0.66,21.35,2.11
2959,54,m,42,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
2960,1,m,71,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
2961,1,f,66,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
2962,1,m,61,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2963,1,f,60,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2964,8,m,21,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
2965,30,f,81,>65,94812,81.80,9650,-1.91,0.29,30.53,3.52
2966,65,m,44,40-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
2967,53,f,38,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
2968,40,m,37,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
2969,55,m,76,>65,157042,33.90,8743,1.50,0.55,24.05,2.16
2970,55,f,77,>65,157042,33.90,8743,1.50,0.55,24.05,2.16
2971,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2972,1,m,23,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2974,56,f,48,40-50,124605,46.00,8772,2.44,0.29,24.12,4.84
2975,33,f,56,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
2976,57,f,77,>65,161954,48.00,8720,-0.48,0.77,22.78,4.12
2977,39,m,36,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
2978,33,f,51,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
2979,4,f,38,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
2980,11,m,25,18-25,75637,36.50,9622,0.71,0.14,46.30,0.52
2981,16,f,50,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
2982,6,f,26,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
2983,6,m,32,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
2984,60,f,36,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
2985,60,m,39,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
2986,14,m,47,40-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
2987,14,f,53,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
2988,33,m,38,25-40,133777,84.70,8705,1.56,1.86,35.54,6.68
2989,17,f,50,40-50,74062,61.40,8114,2.40,0.24,14.74,2.50
2990,32,f,61,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
2991,32,m,58,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
2992,11,m,33,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
2994,18,m,36,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
2995,35,f,58,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
2996,1,m,34,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2997,1,f,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2998,1,m,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2999,74,f,20,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
3000,41,f,71,>65,118650,85.60,9832,-8.21,1.16,50.21,3.90
3001,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3002,42,f,44,40-50,95907,59.10,8388,0.10,0.53,17.34,2.67
3003,69,f,26,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
3004,69,m,28,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
3005,43,m,68,>65,161854,76.30,9425,-1.20,0.78,24.64,2.11
3006,22,f,26,25-40,58400,52.40,8620,0.48,0.15,18.89,1.18
3007,76,m,35,25-40,127369,51.20,8369,-7.29,1.15,25.69,5.30
3008,73,m,80,>65,182027,56.40,8746,0.43,0.41,24.14,3.54
3009,62,f,42,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3010,62,m,39,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
3011,74,m,44,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3012,70,f,44,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3013,51,f,49,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
3014,51,m,46,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
3015,73,m,47,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
3016,40,m,22,18-25,128118,85.30,9317,-0.60,0.58,53.94,6.78
