client_id,district_id,birthdate,birthdate_year,birthdate_month,birthdate_day,sex
1450,61,1969-53-17,1969,3,17,f
1452,72,1940-55-28,1940,5,28,f
1453,29,1966-53-29,1966,3,29,f
1454,73,1925-10-03,1925,10,3,m
1455,73,1927-59-02,1927,9,2,f
1456,70,1928-04-24,1928,4,24,m
1457,70,1934-60-12,1934,10,12,f
1458,67,1938-04-08,1938,4,8,m
1459,4,1976-09-08,1976,9,8,m
1460,23,1933-53-13,1933,3,13,f
1461,28,1969-12-21,1969,12,21,m
1462,49,1941-03-02,1941,3,2,m
1463,70,1936-51-26,1936,1,26,f
1464,36,1928-54-01,1928,4,1,f
1465,36,1931-01-06,1931,1,6,m
1466,39,1953-08-22,1953,8,22,m
1467,65,1924-09-30,1924,9,30,m
1468,77,1940-54-16,1940,4,16,f
1469,54,1966-59-14,1966,9,14,f
1470,1,1942-05-04,1942,5,4,m
1471,1,1938-59-15,1938,9,15,f
1472,1,1967-59-10,1967,9,10,f
1473,1,1931-62-06,1931,12,6,f
1474,45,1971-62-15,1971,12,15,f
1475,19,1932-03-31,1932,3,31,m
1476,70,1970-11-30,1970,11,30,m
1478,4,1969-08-21,1969,8,21,m
1479,1,1956-06-22,1956,6,22,m
1480,69,1943-05-28,1943,5,28,m
1481,62,1933-61-23,1933,11,23,f
1482,46,1950-53-28,1950,3,28,f
1483,1,1951-55-10,1951,5,10,f
1484,1,1952-06-18,1952,6,18,m
1485,7,1978-05-14,1978,5,14,m
1486,7,1974-59-13,1974,9,13,f
1487,48,1976-58-27,1976,8,27,f
1488,31,1961-01-09,1961,1,9,m
1489,6,1928-01-24,1928,1,24,m
1490,42,1928-04-20,1928,4,20,m
1491,19,1982-04-21,1982,4,21,m
1492,9,1968-55-09,1968,5,9,f
1493,1,1922-12-29,1922,12,29,m
1494,1,1915-53-22,1915,3,22,f
1495,1,1931-52-10,1931,2,10,f
1496,1,1942-56-08,1942,6,8,f
1497,53,1948-58-03,1948,8,3,f
1498,53,1941-02-09,1941,2,9,m
1499,74,1951-61-29,1951,11,29,f
1500,1,1981-12-12,1981,12,12,m
1501,68,1946-01-22,1946,1,22,m
1502,68,1973-01-24,1973,1,24,m
1503,58,1922-09-01,1922,9,1,m
1504,58,1918-51-16,1918,1,16,f
1505,65,1971-56-25,1971,6,25,f
1506,22,1931-06-25,1931,6,25,m
1507,22,1929-61-22,1929,11,22,f
1508,67,1954-56-30,1954,6,30,f
1509,62,1942-54-19,1942,4,19,f
1510,34,1948-51-30,1948,1,30,f
1511,13,1962-53-06,1962,3,6,f
1512,5,1942-58-11,1942,8,11,f
1513,74,1959-08-21,1959,8,21,m
1514,68,1957-08-02,1957,8,2,m
1516,38,1946-60-17,1946,10,17,f
1517,66,1956-10-02,1956,10,2,m
1518,3,1960-57-28,1960,7,28,f
1519,3,1959-07-06,1959,7,6,m
1520,72,1956-11-05,1956,11,5,m
1521,5,1979-10-10,1979,10,10,m
1522,52,1968-55-14,1968,5,14,f
1523,29,1931-58-30,1931,8,30,f
1524,30,1962-51-13,1962,1,13,f
1525,1,1943-03-09,1943,3,9,m
1526,1,1935-53-15,1935,3,15,f
1527,49,1934-12-18,1934,12,18,m
1528,57,1964-03-20,1964,3,20,m
1529,43,1972-56-20,1972,6,20,f
1530,74,1945-58-06,1945,8,6,f
1531,52,1960-56-28,1960,6,28,f
1532,52,1962-10-30,1962,10,30,m
1533,55,1960-12-22,1960,12,22,m
1534,17,1952-62-22,1952,12,22,f
1535,40,1936-10-28,1936,10,28,m
1536,37,1967-60-13,1967,10,13,f
1537,54,1979-12-07,1979,12,7,m
1539,32,1923-11-19,1923,11,19,m
1540,36,1937-11-07,1937,11,7,m
1541,36,1933-53-06,1933,3,6,f
1542,31,1919-12-08,1919,12,8,m
1543,31,1927-56-02,1927,6,2,f
1546,28,1930-04-13,1930,4,13,m
1547,28,1927-62-20,1927,12,20,f
1548,70,1923-03-04,1923,3,4,m
1549,70,1928-61-14,1928,11,14,f
1550,8,1946-61-21,1946,11,21,f
1554,55,1944-12-15,1944,12,15,m
1555,30,1950-09-14,1950,9,14,m
1556,66,1950-04-02,1950,4,2,m
1557,35,1959-62-14,1959,12,14,f
1558,11,1927-51-25,1927,1,25,f
1559,72,1940-10-20,1940,10,20,m
1561,1,1923-59-16,1923,9,16,f
1562,1,1919-08-14,1919,8,14,m
1563,3,1978-08-06,1978,8,6,m
1564,40,1947-56-25,1947,6,25,f
1565,71,1960-05-19,1960,5,19,m
1566,15,1966-60-20,1966,10,20,f
1567,50,1930-04-19,1930,4,19,m
1568,50,1927-56-29,1927,6,29,f
1569,54,1956-57-17,1956,7,17,f
1570,54,1958-06-17,1958,6,17,m
1571,7,1967-60-15,1967,10,15,f
1572,1,1963-62-12,1963,12,12,f
1574,18,1979-02-18,1979,2,18,m
1575,55,1923-60-06,1923,10,6,f
1576,55,1919-05-02,1919,5,2,m
1577,23,1944-04-19,1944,4,19,m
1578,40,1971-58-15,1971,8,15,f
1579,27,1963-10-13,1963,10,13,m
1580,1,1968-56-18,1968,6,18,f
1581,56,1963-54-15,1963,4,15,f
1582,54,1934-02-14,1934,2,14,m
1583,1,1972-51-08,1972,1,8,f
1584,1,1962-51-29,1962,1,29,f
1585,60,1935-07-20,1935,7,20,m
1586,60,1934-51-12,1934,1,12,f
1587,23,1928-05-05,1928,5,5,m
1588,45,1950-10-29,1950,10,29,m
1589,48,1951-61-27,1951,11,27,f
1590,13,1940-58-10,1940,8,10,f
1591,42,1953-57-07,1953,7,7,f
1592,56,1928-04-11,1928,4,11,m
1593,56,1925-55-31,1925,5,31,f
1594,56,1939-09-29,1939,9,29,m
1595,56,1954-62-16,1954,12,16,f
1596,58,1978-60-22,1978,10,22,f
1597,60,1956-05-10,1956,5,10,m
1598,67,1925-04-25,1925,4,25,m
1599,43,1964-10-08,1964,10,8,m
1600,43,1965-56-15,1965,6,15,f
1601,42,1969-53-29,1969,3,29,f
1602,42,1968-12-30,1968,12,30,m
1603,26,1968-08-27,1968,8,27,m
1604,26,1969-57-21,1969,7,21,f
1605,52,1980-59-21,1980,9,21,f
1606,65,1982-09-02,1982,9,2,m
1607,8,1941-55-26,1941,5,26,f
1608,53,1941-11-11,1941,11,11,m
1609,53,1944-55-30,1944,5,30,f
1610,68,1942-54-23,1942,4,23,f
1611,59,1963-62-02,1963,12,2,f
1612,59,1959-06-30,1959,6,30,m
1613,50,1961-01-15,1961,1,15,m
1614,21,1938-05-18,1938,5,18,m
1615,74,1952-54-28,1952,4,28,f
1616,54,1938-05-23,1938,5,23,m
1617,5,1950-54-30,1950,4,30,f
1618,17,1979-62-07,1979,12,7,f
1619,74,1942-51-27,1942,1,27,f
1620,74,1936-05-15,1936,5,15,m
1621,76,1952-54-05,1952,4,5,f
1622,52,1950-10-12,1950,10,12,m
1623,36,1963-07-09,1963,7,9,m
1624,9,1965-09-10,1965,9,10,m
1625,9,1973-57-12,1973,7,12,f
1628,12,1957-53-25,1957,3,25,f
1629,28,1966-09-01,1966,9,1,m
1630,28,1964-52-19,1964,2,19,f
1631,74,1976-04-30,1976,4,30,m
1632,8,1943-52-20,1943,2,20,f
1633,55,1972-58-28,1972,8,28,f
1634,55,1969-11-10,1969,11,10,m
1635,75,1930-59-02,1930,9,2,f
1636,75,1932-09-12,1932,9,12,m
1637,21,1943-10-20,1943,10,20,m
1638,40,1954-51-30,1954,1,30,f
1639,1,1959-55-01,1959,5,1,f
1640,51,1953-56-13,1953,6,13,f
1641,31,1923-51-28,1923,1,28,f
1642,1,1959-60-10,1959,10,10,f
1643,39,1976-54-17,1976,4,17,f
1644,56,1976-06-06,1976,6,6,m
1645,39,1961-53-10,1961,3,10,f
1646,8,1966-03-17,1966,3,17,m
1647,71,1978-53-26,1978,3,26,f
1648,46,1952-03-12,1952,3,12,m
1649,46,1950-53-16,1950,3,16,f
1650,1,1953-03-29,1953,3,29,m
1651,11,1966-57-10,1966,7,10,f
1653,42,1944-06-19,1944,6,19,m
1654,60,1963-12-08,1963,12,8,m
1655,74,1972-02-04,1972,2,4,m
1656,22,1968-56-18,1968,6,18,f
1657,32,1935-10-02,1935,10,2,m
1658,52,1929-58-21,1929,8,21,f
1659,1,1937-62-15,1937,12,15,f
1660,1,1982-62-11,1982,12,11,f
1661,47,1953-54-16,1953,4,16,f
1662,53,1967-09-07,1967,9,7,m
1663,19,1957-04-29,1957,4,29,m
1664,64,1918-61-10,1918,11,10,f
1665,64,1912-03-02,1912,3,2,m
1666,1,1941-08-31,1941,8,31,m
1667,1,1940-58-13,1940,8,13,f
1668,20,1949-58-17,1949,8,17,f
1669,47,1952-10-25,1952,10,25,m
1670,53,1961-05-07,1961,5,7,m
1671,57,1931-59-15,1931,9,15,f
1672,57,1928-01-07,1928,1,7,m
1673,48,1972-07-09,1972,7,9,m
1674,11,1920-60-27,1920,10,27,f
1675,74,1940-02-15,1940,2,15,m
1676,53,1953-02-03,1953,2,3,m
1677,53,1946-59-07,1946,9,7,f
1679,67,1942-54-17,1942,4,17,f
1680,29,1975-53-28,1975,3,28,f
1681,34,1940-11-25,1940,11,25,m
1682,69,1956-09-07,1956,9,7,m
1683,15,1951-62-24,1951,12,24,f
1684,15,1946-10-25,1946,10,25,m
1685,61,1944-54-21,1944,4,21,f
1686,1,1947-61-08,1947,11,8,f
1687,1,1947-02-27,1947,2,27,m
1688,32,1923-08-10,1923,8,10,m
1689,1,1936-12-04,1936,12,4,m
1690,46,1947-58-17,1947,8,17,f
1691,21,1978-52-08,1978,2,8,f
1692,62,1972-02-07,1972,2,7,m
1693,45,1980-57-06,1980,7,6,f
1694,45,1979-12-27,1979,12,27,m
1696,1,1923-53-21,1923,3,21,f
1697,55,1964-51-10,1964,1,10,f
1698,55,1967-11-21,1967,11,21,m
1699,17,1955-03-11,1955,3,11,m
1700,7,1949-03-09,1949,3,9,m
1701,7,1945-56-11,1945,6,11,f
1702,53,1973-54-07,1973,4,7,f
1703,50,1918-01-11,1918,1,11,m
1704,50,1914-60-03,1914,10,3,f
1705,19,1946-57-01,1946,7,1,f
1706,19,1944-07-19,1944,7,19,m
1707,10,1951-02-18,1951,2,18,m
1709,74,1952-62-13,1952,12,13,f
1710,54,1944-02-11,1944,2,11,m
1711,64,1962-56-14,1962,6,14,f
1712,64,1964-01-01,1964,1,1,m
1713,65,1935-04-21,1935,4,21,m
1714,58,1945-05-22,1945,5,22,m
1717,73,1979-53-07,1979,3,7,f
1718,75,1938-07-27,1938,7,27,m
1719,35,1970-08-09,1970,8,9,m
1720,33,1934-52-24,1934,2,24,f
1721,33,1934-07-02,1934,7,2,m
1722,68,1933-10-01,1933,10,1,m
1723,71,1981-52-28,1981,2,28,f
1724,68,1934-60-21,1934,10,21,f
1725,76,1959-51-18,1959,1,18,f
1726,76,1952-06-03,1952,6,3,m
1727,32,1951-01-21,1951,1,21,m
1728,32,1946-58-18,1946,8,18,f
1729,76,1947-05-16,1947,5,16,m
1730,40,1932-12-15,1932,12,15,m
1731,17,1968-61-30,1968,11,30,f
1733,57,1974-57-20,1974,7,20,f
1734,26,1975-11-10,1975,11,10,m
1735,26,1976-55-31,1976,5,31,f
1736,41,1979-54-17,1979,4,17,f
1737,27,1955-07-30,1955,7,30,m
1738,27,1963-51-25,1963,1,25,f
1741,70,1932-07-02,1932,7,2,m
1742,1,1954-06-06,1954,6,6,m
1743,3,1959-07-27,1959,7,27,m
1744,50,1969-62-28,1969,12,28,f
1745,23,1959-60-18,1959,10,18,f
1746,11,1959-59-10,1959,9,10,f
1747,11,1956-02-20,1956,2,20,m
1748,64,1976-12-31,1976,12,31,m
1749,50,1928-61-17,1928,11,17,f
1750,23,1964-12-31,1964,12,31,m
1751,54,1959-01-24,1959,1,24,m
1752,70,1978-11-23,1978,11,23,m
1753,60,1979-52-26,1979,2,26,f
1754,57,1979-05-29,1979,5,29,m
1755,65,1965-58-18,1965,8,18,f
1756,1,1936-07-08,1936,7,8,m
1757,1,1937-59-30,1937,9,30,f
1758,35,1947-11-13,1947,11,13,m
1759,63,1923-51-16,1923,1,16,f
1760,77,1923-03-07,1923,3,7,m
1761,45,1948-04-23,1948,4,23,m
1762,61,1956-12-30,1956,12,30,m
1763,46,1967-12-07,1967,12,7,m
1764,66,1971-07-09,1971,7,9,m
1765,9,1975-08-03,1975,8,3,m
1768,29,1951-04-27,1951,4,27,m
1769,12,1949-08-05,1949,8,5,m
1770,12,1951-60-15,1951,10,15,f
1771,54,1927-60-20,1927,10,20,f
1772,73,1979-59-21,1979,9,21,f
1774,32,1971-60-05,1971,10,5,f
1775,73,1943-12-08,1943,12,8,m
1776,30,1954-60-24,1954,10,24,f
1777,69,1963-51-08,1963,1,8,f
1778,69,1968-09-02,1968,9,2,m
1779,37,1935-11-26,1935,11,26,m
1780,54,1954-62-09,1954,12,9,f
1781,67,1924-08-16,1924,8,16,m
1782,19,1948-12-24,1948,12,24,m
1783,1,1946-60-05,1946,10,5,f
1784,2,1980-61-02,1980,11,2,f
1785,39,1975-11-25,1975,11,25,m
1786,63,1934-56-25,1934,6,25,f
1787,63,1931-11-28,1931,11,28,m
1788,1,1950-03-23,1950,3,23,m
1789,61,1933-58-07,1933,8,7,f
1790,1,1953-05-28,1953,5,28,m
1791,5,1966-55-12,1966,5,12,f
1792,54,1975-09-01,1975,9,1,m
1793,41,1945-53-17,1945,3,17,f
1794,54,1940-53-30,1940,3,30,f
1795,38,1960-52-28,1960,2,28,f
1796,10,1938-11-23,1938,11,23,m
1797,10,1941-61-04,1941,11,4,f
1798,70,1933-07-08,1933,7,8,m
1799,36,1959-06-26,1959,6,26,m
1800,63,1943-59-28,1943,9,28,f
1801,66,1970-01-01,1970,1,1,m
1802,66,1964-60-16,1964,10,16,f
1803,25,1946-55-12,1946,5,12,f
1806,5,1952-01-03,1952,1,3,m
1807,47,1935-06-30,1935,6,30,m
1808,47,1933-56-26,1933,6,26,f
1809,24,1931-05-12,1931,5,12,m
1810,41,1919-06-30,1919,6,30,m
1811,1,1939-03-29,1939,3,29,m
1812,36,1947-55-17,1947,5,17,f
1813,36,1949-09-28,1949,9,28,m
1814,57,1940-03-12,1940,3,12,m
1815,16,1977-52-24,1977,2,24,f
1816,62,1951-07-24,1951,7,24,m
1817,47,1953-62-06,1953,12,6,f
1818,47,1956-10-02,1956,10,2,m
1819,43,1979-54-20,1979,4,20,f
1820,50,1928-61-20,1928,11,20,f
1821,1,1941-04-24,1941,4,24,m
1822,71,1922-59-13,1922,9,13,f
1823,1,1978-58-07,1978,8,7,f
1824,69,1960-08-03,1960,8,3,m
1825,51,1974-54-24,1974,4,24,f
1826,13,1937-09-12,1937,9,12,m
1827,13,1941-58-16,1941,8,16,f
1828,69,1962-11-14,1962,11,14,m
1829,51,1942-58-16,1942,8,16,f
1830,33,1952-02-03,1952,2,3,m
1831,51,1976-10-09,1976,10,9,m
1832,1,1966-57-31,1966,7,31,f
1833,30,1966-11-15,1966,11,15,m
1834,7,1927-02-19,1927,2,19,m
1835,7,1928-53-11,1928,3,11,f
1836,36,1944-53-07,1944,3,7,f
1837,67,1957-01-13,1957,1,13,m
1838,67,1959-61-27,1959,11,27,f
1839,5,1936-62-18,1936,12,18,f
1840,5,1935-10-28,1935,10,28,m
1841,67,1953-53-23,1953,3,23,f
1842,9,1943-09-13,1943,9,13,m
1843,48,1939-51-25,1939,1,25,f
1844,74,1922-52-03,1922,2,3,f
1845,74,1918-11-14,1918,11,14,m
1846,48,1980-12-12,1980,12,12,m
1847,52,1979-51-30,1979,1,30,f
1848,6,1924-57-02,1924,7,2,f
1849,57,1922-59-24,1922,9,24,f
1850,52,1942-57-05,1942,7,5,f
1851,31,1975-59-12,1975,9,12,f
1852,50,1962-09-05,1962,9,5,m
1853,1,1965-08-18,1965,8,18,m
1854,70,1932-55-27,1932,5,27,f
1856,54,1968-58-22,1968,8,22,f
1857,54,1964-03-16,1964,3,16,m
1860,1,1964-60-31,1964,10,31,f
1861,29,1957-07-15,1957,7,15,m
1862,50,1977-60-09,1977,10,9,f
1863,54,1952-02-16,1952,2,16,m
1864,22,1948-03-14,1948,3,14,m
1865,22,1949-56-09,1949,6,9,f
1866,64,1942-56-11,1942,6,11,f
1867,1,1944-59-24,1944,9,24,f
1868,60,1980-02-16,1980,2,16,m
1869,1,1933-52-14,1933,2,14,f
1870,1,1935-04-29,1935,4,29,m
1871,1,1980-52-20,1980,2,20,f
1872,52,1963-51-24,1963,1,24,f
1873,52,1968-10-26,1968,10,26,m
1874,1,1946-10-20,1946,10,20,m
1875,15,1976-10-19,1976,10,19,m
1876,1,1951-07-01,1951,7,1,m
1877,47,1957-58-21,1957,8,21,f
1878,47,1963-09-02,1963,9,2,m
1879,21,1944-54-02,1944,4,2,f
1880,1,1974-08-08,1974,8,8,m
1881,72,1934-01-24,1934,1,24,m
1882,72,1932-55-24,1932,5,24,f
1883,18,1961-60-27,1961,10,27,f
1884,59,1976-51-26,1976,1,26,f
1885,47,1970-51-07,1970,1,7,f
1886,34,1920-04-07,1920,4,7,m
1887,54,1926-07-15,1926,7,15,m
1888,66,1918-59-24,1918,9,24,f
1889,32,1957-57-28,1957,7,28,f
1890,14,1955-58-14,1955,8,14,f
1891,62,1959-53-04,1959,3,4,f
1892,66,1928-03-26,1928,3,26,m
1893,66,1934-52-11,1934,2,11,f
1894,1,1947-61-05,1947,11,5,f
1895,47,1965-61-03,1965,11,3,f
1896,48,1982-02-08,1982,2,8,m
1897,36,1969-53-07,1969,3,7,f
1898,73,1961-08-01,1961,8,1,m
1899,10,1941-07-03,1941,7,3,m
1900,23,1965-11-22,1965,11,22,m
1901,23,1962-61-07,1962,11,7,f
1903,1,1939-58-30,1939,8,30,f
1904,66,1941-02-22,1941,2,22,m
1905,72,1949-55-18,1949,5,18,f
1906,63,1922-07-07,1922,7,7,m
1907,75,1928-59-08,1928,9,8,f
1908,33,1920-01-17,1920,1,17,m
1909,35,1944-53-16,1944,3,16,f
1910,67,1946-11-08,1946,11,8,m
1911,48,1938-54-21,1938,4,21,f
1912,57,1972-02-26,1972,2,26,m
1913,69,1968-04-15,1968,4,15,m
1914,39,1942-56-20,1942,6,20,f
1915,39,1939-09-09,1939,9,9,m
1916,28,1926-07-19,1926,7,19,m
1917,69,1969-53-13,1969,3,13,f
1919,30,1949-05-04,1949,5,4,m
1920,42,1975-08-07,1975,8,7,m
1921,1,1946-60-26,1946,10,26,f
1922,1,1949-04-03,1949,4,3,m
1923,1,1958-55-07,1958,5,7,f
1924,67,1938-05-29,1938,5,29,m
1925,37,1938-06-23,1938,6,23,m
1926,37,1935-52-08,1935,2,8,f
1927,77,1952-04-26,1952,4,26,m
1928,77,1952-58-14,1952,8,14,f
1929,65,1955-58-15,1955,8,15,f
1930,38,1934-52-21,1934,2,21,f
1931,16,1942-61-14,1942,11,14,f
1932,15,1940-51-21,1940,1,21,f
1934,70,1933-61-21,1933,11,21,f
1935,68,1929-55-12,1929,5,12,f
1936,15,1955-60-16,1955,10,16,f
1937,15,1960-03-27,1960,3,27,m
1938,57,1939-59-30,1939,9,30,f
1939,1,1925-08-14,1925,8,14,m
1940,1,1923-51-22,1923,1,22,f
1941,10,1921-57-12,1921,7,12,f
1942,10,1915-05-10,1915,5,10,m
1943,39,1926-02-11,1926,2,11,m
1944,31,1957-51-22,1957,1,22,f
1945,54,1954-06-03,1954,6,3,m
1946,72,1935-07-19,1935,7,19,m
1947,23,1981-02-08,1981,2,8,m
1948,71,1939-52-19,1939,2,19,f
1949,71,1942-06-23,1942,6,23,m
1950,26,1929-07-06,1929,7,6,m
1951,41,1971-04-29,1971,4,29,m
1952,52,1971-53-09,1971,3,9,f
1953,52,1965-09-22,1965,9,22,m
1954,69,1952-07-28,1952,7,28,m
1955,66,1971-60-28,1971,10,28,f
1956,1,1925-57-09,1925,7,9,f
1957,63,1972-03-04,1972,3,4,m
1958,63,1977-61-21,1977,11,21,f
1959,1,1920-12-26,1920,12,26,m
1960,22,1946-08-23,1946,8,23,m
1961,31,1920-56-04,1920,6,4,f
1962,6,1950-11-18,1950,11,18,m
1963,38,1945-06-12,1945,6,12,m
1964,17,1931-08-05,1931,8,5,m
1965,75,1939-08-10,1939,8,10,m
1966,19,1948-57-01,1948,7,1,f
1967,1,1963-61-15,1963,11,15,f
1968,1,1960-08-13,1960,8,13,m
1969,53,1926-58-26,1926,8,26,f
1970,1,1947-61-05,1947,11,5,f
1971,3,1969-53-14,1969,3,14,f
1972,1,1946-54-29,1946,4,29,f
1973,60,1931-59-13,1931,9,13,f
1974,10,1918-07-14,1918,7,14,m
1975,10,1915-59-27,1915,9,27,f
1976,72,1918-10-12,1918,10,12,m
1977,10,1935-60-25,1935,10,25,f
1978,18,1952-55-22,1952,5,22,f
1979,51,1926-53-19,1926,3,19,f
1980,77,1959-04-30,1959,4,30,m
1981,19,1970-59-22,1970,9,22,f
1982,53,1977-07-08,1977,7,8,m
1983,53,1982-52-05,1982,2,5,f
1984,1,1926-08-29,1926,8,29,m
1985,6,1937-12-13,1937,12,13,m
1986,6,1942-58-13,1942,8,13,f
1988,13,1952-05-04,1952,5,4,m
1989,50,1939-51-13,1939,1,13,f
1990,50,1943-11-25,1943,11,25,m
1991,64,1918-11-09,1918,11,9,m
1993,1,1975-06-21,1975,6,21,m
1994,1,1967-57-06,1967,7,6,f
1995,50,1941-54-10,1941,4,10,f
1996,1,1937-03-20,1937,3,20,m
1997,1,1977-61-09,1977,11,9,f
1998,40,1978-62-15,1978,12,15,f
1999,74,1982-52-10,1982,2,10,f
2000,39,1942-55-09,1942,5,9,f
2001,34,1977-58-05,1977,8,5,f
2002,70,1918-61-26,1918,11,26,f
2003,70,1921-06-15,1921,6,15,m
2004,1,1974-52-03,1974,2,3,f
2005,30,1979-10-03,1979,10,3,m
2006,41,1962-58-22,1962,8,22,f
2007,41,1958-09-13,1958,9,13,m
2008,47,1940-06-07,1940,6,7,m
2009,12,1936-01-16,1936,1,16,m
2010,37,1952-08-12,1952,8,12,m
2011,46,1925-61-18,1925,11,18,f
2012,46,1923-06-27,1923,6,27,m
2013,1,1940-57-10,1940,7,10,f
2015,1,1968-61-15,1968,11,15,f
2016,55,1934-10-09,1934,10,9,m
2017,55,1931-51-23,1931,1,23,f
2018,56,1945-58-25,1945,8,25,f
2019,73,1932-09-28,1932,9,28,m
2020,73,1925-62-20,1925,12,20,f
2021,67,1919-12-08,1919,12,8,m
2022,56,1939-11-12,1939,11,12,m
2023,56,1931-59-02,1931,9,2,f
2024,62,1934-04-15,1934,4,15,m
2025,39,1941-12-31,1941,12,31,m
2026,39,1934-62-03,1934,12,3,f
2027,12,1930-01-22,1930,1,22,m
2028,12,1924-60-17,1924,10,17,f
2029,5,1923-59-19,1923,9,19,f
2030,5,1980-58-04,1980,8,4,f
2031,54,1926-12-15,1926,12,15,m
2032,1,1943-03-21,1943,3,21,m
2033,1,1937-57-02,1937,7,2,f
2034,13,1926-06-12,1926,6,12,m
2035,13,1928-57-27,1928,7,27,f
2037,69,1948-58-26,1948,8,26,f
2038,1,1980-53-29,1980,3,29,f
2039,68,1969-51-20,1969,1,20,f
2040,59,1944-08-07,1944,8,7,m
2041,68,1956-08-11,1956,8,11,m
2042,49,1982-07-04,1982,7,4,m
2043,77,1954-59-15,1954,9,15,f
2044,32,1961-59-18,1961,9,18,f
2045,28,1956-08-22,1956,8,22,m
2046,28,1952-58-26,1952,8,26,f
2047,11,1943-57-25,1943,7,25,f
2048,23,1928-56-03,1928,6,3,f
2049,70,1927-02-20,1927,2,20,m
2050,70,1932-55-23,1932,5,23,f
2051,74,1918-62-07,1918,12,7,f
2052,74,1914-05-19,1914,5,19,m
2053,16,1918-02-07,1918,2,7,m
2054,48,1948-12-06,1948,12,6,m
2055,56,1976-58-31,1976,8,31,f
2056,1,1978-12-09,1978,12,9,m
2057,6,1976-51-02,1976,1,2,f
2058,76,1971-03-02,1971,3,2,m
2059,43,1972-06-30,1972,6,30,m
2060,43,1971-56-04,1971,6,4,f
2061,63,1953-07-27,1953,7,27,m
2062,63,1954-55-22,1954,5,22,f
2063,68,1950-59-26,1950,9,26,f
2064,53,1926-07-30,1926,7,30,m
2065,64,1978-08-20,1978,8,20,m
2066,1,1972-10-27,1972,10,27,m
2067,56,1979-10-20,1979,10,20,m
2068,72,1930-55-24,1930,5,24,f
2069,70,1923-51-01,1923,1,1,f
2070,70,1972-57-23,1972,7,23,f
2071,1,1973-12-19,1973,12,19,m
2072,75,1944-52-09,1944,2,9,f
2073,22,1956-02-08,1956,2,8,m
2074,24,1961-59-16,1961,9,16,f
2075,74,1922-01-29,1922,1,29,m
2076,63,1957-52-07,1957,2,7,f
2077,44,1930-53-01,1930,3,1,f
2078,10,1978-58-03,1978,8,3,f
2079,72,1925-55-29,1925,5,29,f
2080,60,1963-12-26,1963,12,26,m
2081,46,1972-61-06,1972,11,6,f
2082,67,1933-02-04,1933,2,4,m
2083,71,1943-03-12,1943,3,12,m
2084,1,1929-52-16,1929,2,16,f
2085,1,1928-11-28,1928,11,28,m
2086,35,1954-60-29,1954,10,29,f
2087,68,1977-09-29,1977,9,29,m
2088,32,1948-58-26,1948,8,26,f
2089,70,1967-56-09,1967,6,9,f
2090,70,1970-10-07,1970,10,7,m
2091,48,1928-51-17,1928,1,17,f
2092,72,1945-03-21,1945,3,21,m
2093,48,1970-06-24,1970,6,24,m
2094,48,1975-59-06,1975,9,6,f
2095,9,1974-04-30,1974,4,30,m
2096,74,1974-59-06,1974,9,6,f
2097,53,1936-11-11,1936,11,11,m
2098,53,1939-55-28,1939,5,28,f
2099,1,1918-01-16,1918,1,16,m
2100,33,1931-59-29,1931,9,29,f
2101,33,1935-06-24,1935,6,24,m
2102,51,1941-05-27,1941,5,27,m
2103,18,1944-52-04,1944,2,4,f
2104,37,1948-01-08,1948,1,8,m
2105,42,1947-57-18,1947,7,18,f
2106,74,1921-53-21,1921,3,21,f
2107,74,1923-04-18,1923,4,18,m
2108,77,1945-54-21,1945,4,21,f
2109,15,1950-55-14,1950,5,14,f
2110,3,1967-61-03,1967,11,3,f
2111,57,1924-55-29,1924,5,29,f
2112,21,1927-09-15,1927,9,15,m
2113,68,1937-04-04,1937,4,4,m
2114,51,1918-08-21,1918,8,21,m
2115,51,1914-53-01,1914,3,1,f
2116,76,1930-06-14,1930,6,14,m
2117,53,1945-02-28,1945,2,28,m
2118,1,1970-11-12,1970,11,12,m
2119,30,1960-55-18,1960,5,18,f
2121,64,1979-09-25,1979,9,25,m
2122,1,1970-57-17,1970,7,17,f
2123,53,1982-05-17,1982,5,17,m
2124,68,1949-51-14,1949,1,14,f
2125,71,1975-04-12,1975,4,12,m
2126,52,1975-53-28,1975,3,28,f
2128,38,1955-58-13,1955,8,13,f
2129,75,1962-12-07,1962,12,7,m
2130,21,1945-60-29,1945,10,29,f
2131,39,1975-52-11,1975,2,11,f
2132,39,1969-02-06,1969,2,6,m
2133,53,1921-61-28,1921,11,28,f
2134,53,1917-12-14,1917,12,14,m
2135,24,1940-58-08,1940,8,8,f
2136,28,1940-57-24,1940,7,24,f
2137,73,1962-61-09,1962,11,9,f
2138,68,1980-12-19,1980,12,19,m
2139,18,1932-53-06,1932,3,6,f
2140,18,1926-10-18,1926,10,18,m
2141,28,1951-09-06,1951,9,6,m
2142,21,1941-62-20,1941,12,20,f
2143,21,1948-11-12,1948,11,12,m
2144,15,1960-51-28,1960,1,28,f
2145,39,1968-62-24,1968,12,24,f
2146,65,1973-01-04,1973,1,4,m
2147,69,1963-58-14,1963,8,14,f
2148,31,1953-57-20,1953,7,20,f
2149,33,1923-54-09,1923,4,9,f
2150,61,1941-04-17,1941,4,17,m
2151,61,1945-62-30,1945,12,30,f
2152,17,1929-59-07,1929,9,7,f
