account_id,district_id,frequency,acc_creation_date,acc_creation_year,acc_creation_month,acc_creation_day
2354,7,monthly issuance,1997-03-17,1997,3,17
2355,1,monthly issuance,1995-01-03,1995,1,3
2356,34,weekly issuance,1996-12-23,1996,12,23
2357,19,monthly issuance,1993-01-04,1993,1,4
2358,7,monthly issuance,1995-09-13,1995,9,13
2359,54,monthly issuance,1996-07-14,1996,7,14
2360,26,monthly issuance,1996-08-27,1996,8,27
2361,28,monthly issuance,1994-02-25,1994,2,25
2362,16,monthly issuance,1996-12-30,1996,12,30
2363,47,monthly issuance,1994-10-07,1994,10,7
2364,33,monthly issuance,1995-05-03,1995,5,3
2365,42,monthly issuance,1994-11-04,1994,11,4
2366,68,monthly issuance,1997-05-20,1997,5,20
2367,28,monthly issuance,1995-03-04,1995,3,4
2369,49,monthly issuance,1997-07-19,1997,7,19
2370,51,monthly issuance,1997-10-01,1997,10,1
2371,15,weekly issuance,1997-10-23,1997,10,23
2372,1,monthly issuance,1997-06-15,1997,6,15
2373,14,monthly issuance,1996-09-29,1996,9,29
2374,1,monthly issuance,1995-12-07,1995,12,7
2375,29,monthly issuance,1994-05-16,1994,5,16
2376,71,monthly issuance,1996-12-14,1996,12,14
2377,77,monthly issuance,1994-11-13,1994,11,13
2378,16,monthly issuance,1993-01-01,1993,1,1
2379,44,monthly issuance,1993-01-10,1993,1,10
2380,46,monthly issuance,1997-02-27,1997,2,27
2381,1,monthly issuance,1997-02-13,1997,2,13
2382,59,monthly issuance,1994-03-08,1994,3,8
2383,68,monthly issuance,1996-08-05,1996,8,5
2384,40,monthly issuance,1994-12-23,1994,12,23
2385,60,monthly issuance,1996-11-15,1996,11,15
2386,12,monthly issuance,1996-12-17,1996,12,17
2387,70,monthly issuance,1996-06-22,1996,6,22
2388,30,monthly issuance,1993-06-09,1993,6,9
2389,40,monthly issuance,1996-06-02,1996,6,2
2390,1,monthly issuance,1996-02-12,1996,2,12
2391,2,monthly issuance,1997-11-07,1997,11,7
2392,1,monthly issuance,1997-05-18,1997,5,18
2393,10,monthly issuance,1993-01-07,1993,1,7
2394,62,monthly issuance,1997-08-23,1997,8,23
2395,3,monthly issuance,1996-06-24,1996,6,24
2396,2,monthly issuance,1993-02-22,1993,2,22
2397,70,monthly issuance,1996-06-14,1996,6,14
2398,70,monthly issuance,1996-11-25,1996,11,25
2399,1,monthly issuance,1994-04-26,1994,4,26
2400,40,monthly issuance,1996-06-15,1996,6,15
2401,16,monthly issuance,1994-08-26,1994,8,26
2402,18,monthly issuance,1997-11-06,1997,11,6
2403,25,monthly issuance,1996-02-20,1996,2,20
2404,8,monthly issuance,1997-06-05,1997,6,5
2405,64,monthly issuance,1997-02-27,1997,2,27
2406,5,monthly issuance,1996-03-22,1996,3,22
2407,1,monthly issuance,1996-07-21,1996,7,21
2408,26,monthly issuance,1996-12-27,1996,12,27
2409,76,monthly issuance,1996-02-13,1996,2,13
2410,54,monthly issuance,1993-05-11,1993,5,11
2411,69,monthly issuance,1993-06-27,1993,6,27
2413,33,monthly issuance,1997-10-27,1997,10,27
2414,1,monthly issuance,1995-01-19,1995,1,19
2415,16,monthly issuance,1997-02-27,1997,2,27
2416,5,monthly issuance,1996-01-23,1996,1,23
2417,44,monthly issuance,1993-08-20,1993,8,20
2418,64,monthly issuance,1996-10-29,1996,10,29
2419,24,monthly issuance,1993-11-27,1993,11,27
2420,35,monthly issuance,1996-06-25,1996,6,25
2421,18,monthly issuance,1995-01-11,1995,1,11
2422,27,monthly issuance,1997-08-29,1997,8,29
2423,30,monthly issuance,1993-02-14,1993,2,14
2424,1,monthly issuance,1995-10-13,1995,10,13
2425,41,monthly issuance,1993-01-23,1993,1,23
2427,70,weekly issuance,1993-10-08,1993,10,8
2428,72,monthly issuance,1993-09-08,1993,9,8
2429,61,monthly issuance,1993-02-06,1993,2,6
2430,3,monthly issuance,1994-10-09,1994,10,9
2431,74,monthly issuance,1995-02-23,1995,2,23
2432,8,monthly issuance,1996-04-18,1996,4,18
2433,71,monthly issuance,1993-02-19,1993,2,19
2434,17,monthly issuance,1993-02-02,1993,2,2
2435,38,monthly issuance,1993-11-01,1993,11,1
2436,67,monthly issuance,1993-05-25,1993,5,25
2437,1,monthly issuance,1995-12-04,1995,12,4
2438,71,monthly issuance,1997-11-16,1997,11,16
2439,74,monthly issuance,1996-08-13,1996,8,13
2440,19,monthly issuance,1997-12-18,1997,12,18
2441,47,monthly issuance,1996-12-22,1996,12,22
2442,14,monthly issuance,1997-08-21,1997,8,21
2443,46,monthly issuance,1997-06-25,1997,6,25
2444,76,monthly issuance,1997-09-07,1997,9,7
2445,52,monthly issuance,1996-07-07,1996,7,7
2446,3,monthly issuance,1995-01-16,1995,1,16
2447,38,monthly issuance,1997-07-14,1997,7,14
2448,23,monthly issuance,1997-05-11,1997,5,11
2449,23,monthly issuance,1997-08-05,1997,8,5
2450,48,monthly issuance,1996-04-10,1996,4,10
2451,54,monthly issuance,1997-04-29,1997,4,29
2452,1,monthly issuance,1997-07-14,1997,7,14
2453,1,monthly issuance,1993-03-08,1993,3,8
2454,8,monthly issuance,1994-05-07,1994,5,7
2455,30,monthly issuance,1997-02-06,1997,2,6
2456,65,monthly issuance,1995-09-09,1995,9,9
2457,76,monthly issuance,1993-11-11,1993,11,11
2458,40,weekly issuance,1993-03-14,1993,3,14
2459,55,monthly issuance,1997-09-10,1997,9,10
2460,1,monthly issuance,1993-11-22,1993,11,22
2461,1,monthly issuance,1997-09-28,1997,9,28
2463,56,monthly issuance,1994-10-11,1994,10,11
2464,33,issuance after transaction,1993-07-02,1993,7,2
2465,57,monthly issuance,1996-10-06,1996,10,6
2466,39,monthly issuance,1997-04-11,1997,4,11
2467,33,monthly issuance,1993-05-29,1993,5,29
2468,4,monthly issuance,1996-07-13,1996,7,13
2469,11,monthly issuance,1996-02-05,1996,2,5
2470,16,monthly issuance,1994-07-23,1994,7,23
2471,6,monthly issuance,1994-07-03,1994,7,3
2472,60,monthly issuance,1994-02-08,1994,2,8
2473,14,monthly issuance,1996-02-16,1996,2,16
2474,33,monthly issuance,1996-04-20,1996,4,20
2475,17,monthly issuance,1996-10-13,1996,10,13
2476,32,monthly issuance,1993-12-12,1993,12,12
2477,11,monthly issuance,1997-02-11,1997,2,11
2479,18,monthly issuance,1993-10-09,1993,10,9
2480,35,monthly issuance,1997-09-07,1997,9,7
2481,1,monthly issuance,1995-10-28,1995,10,28
2482,1,monthly issuance,1994-02-23,1994,2,23
2483,1,monthly issuance,1996-09-29,1996,9,29
2484,74,monthly issuance,1993-01-03,1993,1,3
2485,41,monthly issuance,1997-08-18,1997,8,18
2486,1,monthly issuance,1993-02-27,1993,2,27
2487,42,monthly issuance,1995-10-22,1995,10,22
2488,5,monthly issuance,1993-04-06,1993,4,6
2489,72,monthly issuance,1993-03-09,1993,3,9
2490,22,monthly issuance,1995-02-21,1995,2,21
2491,76,monthly issuance,1996-03-01,1996,3,1
2492,73,monthly issuance,1997-09-01,1997,9,1
2493,62,monthly issuance,1993-03-29,1993,3,29
2494,74,monthly issuance,1994-04-23,1994,4,23
2495,70,monthly issuance,1997-03-19,1997,3,19
2496,51,monthly issuance,1994-05-21,1994,5,21
2497,65,monthly issuance,1993-03-16,1993,3,16
2498,40,monthly issuance,1996-03-01,1996,3,1
2499,2,monthly issuance,1996-02-08,1996,2,8
2500,61,monthly issuance,1995-10-26,1995,10,26
2501,30,monthly issuance,1994-02-26,1994,2,26
2502,32,monthly issuance,1996-10-21,1996,10,21
2503,1,monthly issuance,1993-03-05,1993,3,5
2504,16,monthly issuance,1993-12-09,1993,12,9
2505,60,monthly issuance,1996-05-16,1996,5,16
2506,22,issuance after transaction,1996-07-12,1996,7,12
2507,62,monthly issuance,1996-12-28,1996,12,28
2508,34,monthly issuance,1993-03-14,1993,3,14
2509,43,monthly issuance,1997-06-13,1997,6,13
2510,61,monthly issuance,1993-08-28,1993,8,28
2511,40,monthly issuance,1994-05-01,1994,5,1
2513,70,monthly issuance,1993-07-22,1993,7,22
2514,16,monthly issuance,1995-08-13,1995,8,13
2515,64,monthly issuance,1995-10-24,1995,10,24
2516,6,monthly issuance,1995-11-16,1995,11,16
2517,55,issuance after transaction,1996-11-10,1996,11,10
2519,4,monthly issuance,1993-01-15,1993,1,15
2520,18,monthly issuance,1995-07-25,1995,7,25
2521,63,monthly issuance,1995-05-19,1995,5,19
2522,36,monthly issuance,1996-01-21,1996,1,21
2523,10,monthly issuance,1993-05-11,1993,5,11
2524,1,monthly issuance,1994-12-19,1994,12,19
2525,45,monthly issuance,1995-05-08,1995,5,8
2526,16,monthly issuance,1996-07-04,1996,7,4
2527,38,monthly issuance,1993-03-19,1993,3,19
2528,65,monthly issuance,1993-03-25,1993,3,25
2530,74,monthly issuance,1996-07-02,1996,7,2
2531,51,monthly issuance,1996-12-21,1996,12,21
2532,38,monthly issuance,1996-12-24,1996,12,24
2533,49,monthly issuance,1995-06-27,1995,6,27
2534,61,monthly issuance,1993-06-03,1993,6,3
2535,61,monthly issuance,1997-01-21,1997,1,21
2536,41,monthly issuance,1994-10-28,1994,10,28
2537,27,monthly issuance,1997-02-09,1997,2,9
2538,42,monthly issuance,1994-01-30,1994,1,30
2539,24,monthly issuance,1997-04-24,1997,4,24
2540,54,monthly issuance,1995-04-01,1995,4,1
2541,57,monthly issuance,1994-11-08,1994,11,8
2542,21,monthly issuance,1993-08-07,1993,8,7
2543,68,monthly issuance,1993-02-13,1993,2,13
2544,38,monthly issuance,1996-12-04,1996,12,4
2545,1,monthly issuance,1996-12-04,1996,12,4
2546,1,monthly issuance,1994-12-08,1994,12,8
2547,74,monthly issuance,1995-04-28,1995,4,28
2548,57,monthly issuance,1996-01-06,1996,1,6
2549,74,monthly issuance,1993-11-12,1993,11,12
2550,67,monthly issuance,1995-11-11,1995,11,11
2551,5,monthly issuance,1996-02-08,1996,2,8
2552,52,monthly issuance,1993-07-01,1993,7,1
2553,41,monthly issuance,1995-07-24,1995,7,24
2554,36,monthly issuance,1993-06-18,1993,6,18
2555,53,monthly issuance,1993-03-10,1993,3,10
2556,46,monthly issuance,1997-10-19,1997,10,19
2557,40,monthly issuance,1993-11-17,1993,11,17
2558,46,monthly issuance,1997-08-04,1997,8,4
2559,32,monthly issuance,1995-06-01,1995,6,1
2560,15,monthly issuance,1997-06-20,1997,6,20
2561,59,monthly issuance,1996-09-29,1996,9,29
2562,35,monthly issuance,1995-08-15,1995,8,15
2563,48,monthly issuance,1995-01-17,1995,1,17
2564,36,monthly issuance,1997-06-03,1997,6,3
2565,74,monthly issuance,1995-10-04,1995,10,4
2566,48,monthly issuance,1993-01-27,1993,1,27
2567,17,monthly issuance,1996-01-07,1996,1,7
2568,17,monthly issuance,1994-03-02,1994,3,2
2569,2,monthly issuance,1994-06-10,1994,6,10
2570,1,monthly issuance,1995-12-19,1995,12,19
2571,61,monthly issuance,1997-01-15,1997,1,15
2572,64,issuance after transaction,1994-11-13,1994,11,13
2573,4,monthly issuance,1996-07-16,1996,7,16
2574,68,monthly issuance,1993-02-02,1993,2,2
2575,72,monthly issuance,1997-04-13,1997,4,13
2576,1,monthly issuance,1993-09-02,1993,9,2
2577,7,monthly issuance,1995-07-30,1995,7,30
2578,54,monthly issuance,1996-03-25,1996,3,25
2579,24,monthly issuance,1997-10-18,1997,10,18
2580,60,monthly issuance,1995-11-09,1995,11,9
2581,72,monthly issuance,1993-03-11,1993,3,11
2582,28,monthly issuance,1993-11-01,1993,11,1
2583,62,monthly issuance,1993-05-11,1993,5,11
2584,50,monthly issuance,1993-07-08,1993,7,8
2585,75,monthly issuance,1993-02-10,1993,2,10
2586,57,monthly issuance,1997-04-16,1997,4,16
2587,1,monthly issuance,1997-07-25,1997,7,25
2588,5,monthly issuance,1993-12-04,1993,12,4
2589,10,monthly issuance,1996-12-04,1996,12,4
2590,47,monthly issuance,1996-12-04,1996,12,4
2591,1,monthly issuance,1996-05-06,1996,5,6
2592,69,monthly issuance,1993-09-01,1993,9,1
2593,5,monthly issuance,1996-07-06,1996,7,6
2594,19,issuance after transaction,1997-05-03,1997,5,3
2595,1,monthly issuance,1997-08-17,1997,8,17
2596,1,monthly issuance,1994-09-02,1994,9,2
2597,31,monthly issuance,1997-03-16,1997,3,16
2598,1,monthly issuance,1996-03-14,1996,3,14
2599,48,monthly issuance,1993-04-20,1993,4,20
2600,1,monthly issuance,1996-02-13,1996,2,13
2601,70,monthly issuance,1996-11-24,1996,11,24
2602,46,monthly issuance,1996-06-17,1996,6,17
2603,9,monthly issuance,1996-06-14,1996,6,14
2604,68,monthly issuance,1996-07-04,1996,7,4
2605,21,monthly issuance,1996-01-10,1996,1,10
2606,1,monthly issuance,1994-07-27,1994,7,27
2607,1,monthly issuance,1997-08-19,1997,8,19
2608,19,monthly issuance,1995-08-09,1995,8,9
2609,73,monthly issuance,1993-05-03,1993,5,3
2610,54,monthly issuance,1996-12-20,1996,12,20
2611,1,monthly issuance,1996-03-06,1996,3,6
2612,1,monthly issuance,1997-04-29,1997,4,29
2613,26,monthly issuance,1993-10-03,1993,10,3
2614,44,monthly issuance,1996-09-11,1996,9,11
2615,68,monthly issuance,1994-07-17,1994,7,17
2616,1,monthly issuance,1993-08-17,1993,8,17
2617,1,monthly issuance,1993-09-24,1993,9,24
2618,60,monthly issuance,1993-03-21,1993,3,21
2619,20,monthly issuance,1996-05-13,1996,5,13
2620,22,monthly issuance,1993-08-03,1993,8,3
2621,55,monthly issuance,1995-10-29,1995,10,29
2622,1,monthly issuance,1996-08-21,1996,8,21
2623,58,monthly issuance,1993-10-09,1993,10,9
2624,31,monthly issuance,1996-03-28,1996,3,28
2625,48,weekly issuance,1996-07-09,1996,7,9
2627,76,monthly issuance,1994-10-02,1994,10,2
2628,64,issuance after transaction,1994-02-06,1994,2,6
2629,66,monthly issuance,1996-09-10,1996,9,10
2630,64,monthly issuance,1995-12-21,1995,12,21
2631,1,monthly issuance,1996-03-29,1996,3,29
2632,24,monthly issuance,1993-01-02,1993,1,2
2633,25,monthly issuance,1996-03-14,1996,3,14
2634,45,monthly issuance,1997-10-08,1997,10,8
2635,27,monthly issuance,1996-02-04,1996,2,4
2636,18,monthly issuance,1996-11-26,1996,11,26
2637,70,monthly issuance,1997-01-01,1997,1,1
2638,5,monthly issuance,1994-06-02,1994,6,2
2639,17,monthly issuance,1993-04-26,1993,4,26
2640,1,monthly issuance,1996-09-21,1996,9,21
2641,7,monthly issuance,1993-05-02,1993,5,2
2642,68,monthly issuance,1995-06-05,1995,6,5
2644,1,monthly issuance,1997-08-08,1997,8,8
2645,54,monthly issuance,1993-05-22,1993,5,22
2646,6,monthly issuance,1997-07-24,1997,7,24
2647,73,monthly issuance,1993-02-08,1993,2,8
2648,51,monthly issuance,1993-04-13,1993,4,13
2649,2,monthly issuance,1993-09-08,1993,9,8
2650,72,monthly issuance,1996-03-26,1996,3,26
2651,2,monthly issuance,1993-03-21,1993,3,21
2652,1,monthly issuance,1996-07-22,1996,7,22
2653,66,monthly issuance,1997-01-08,1997,1,8
2654,56,monthly issuance,1994-07-21,1994,7,21
2655,1,monthly issuance,1996-09-07,1996,9,7
2656,1,monthly issuance,1997-02-18,1997,2,18
2657,55,monthly issuance,1996-10-07,1996,10,7
2658,27,monthly issuance,1997-11-14,1997,11,14
2659,14,monthly issuance,1996-03-30,1996,3,30
2660,1,weekly issuance,1993-10-17,1993,10,17
2661,1,monthly issuance,1997-02-25,1997,2,25
2662,71,monthly issuance,1994-05-24,1994,5,24
2663,64,monthly issuance,1995-01-25,1995,1,25
2664,58,monthly issuance,1994-01-20,1994,1,20
2665,61,monthly issuance,1993-11-13,1993,11,13
2666,49,monthly issuance,1993-03-08,1993,3,8
2667,23,monthly issuance,1993-10-23,1993,10,23
2668,21,monthly issuance,1997-05-20,1997,5,20
2670,13,monthly issuance,1993-01-27,1993,1,27
2671,1,monthly issuance,1993-09-15,1993,9,15
2672,59,monthly issuance,1997-03-14,1997,3,14
2673,34,monthly issuance,1994-01-04,1994,1,4
2674,50,monthly issuance,1995-10-10,1995,10,10
2675,1,monthly issuance,1994-02-19,1994,2,19
2676,73,monthly issuance,1993-01-22,1993,1,22
2677,5,monthly issuance,1996-08-28,1996,8,28
2678,1,monthly issuance,1997-07-15,1997,7,15
2679,67,monthly issuance,1997-07-24,1997,7,24
2680,46,monthly issuance,1995-03-03,1995,3,3
2681,28,monthly issuance,1995-01-19,1995,1,19
2684,7,monthly issuance,1997-09-10,1997,9,10
2685,67,monthly issuance,1996-11-01,1996,11,1
2686,26,monthly issuance,1996-01-11,1996,1,11
2687,76,monthly issuance,1993-07-01,1993,7,1
2688,72,monthly issuance,1995-02-20,1995,2,20
2689,70,monthly issuance,1997-01-01,1997,1,1
2690,66,monthly issuance,1997-03-19,1997,3,19
2691,69,monthly issuance,1993-09-08,1993,9,8
2692,28,monthly issuance,1995-12-08,1995,12,8
2693,17,monthly issuance,1997-11-17,1997,11,17
2694,7,monthly issuance,1993-03-08,1993,3,8
2695,16,monthly issuance,1993-09-16,1993,9,16
2696,1,monthly issuance,1997-01-19,1997,1,19
2697,8,monthly issuance,1993-06-26,1993,6,26
2698,49,monthly issuance,1997-05-21,1997,5,21
2699,73,monthly issuance,1996-12-25,1996,12,25
2700,74,monthly issuance,1993-11-08,1993,11,8
2701,71,monthly issuance,1993-07-27,1993,7,27
2702,74,monthly issuance,1996-02-01,1996,2,1
2703,61,monthly issuance,1997-10-28,1997,10,28
2705,63,issuance after transaction,1993-07-05,1993,7,5
2706,47,monthly issuance,1996-06-23,1996,6,23
2707,61,monthly issuance,1994-11-27,1994,11,27
2708,1,monthly issuance,1996-03-25,1996,3,25
2709,2,monthly issuance,1996-10-18,1996,10,18
2710,12,monthly issuance,1996-06-12,1996,6,12
2711,58,monthly issuance,1993-05-19,1993,5,19
2712,9,monthly issuance,1993-03-12,1993,3,12
2713,26,monthly issuance,1994-04-03,1994,4,3
2714,1,monthly issuance,1993-01-30,1993,1,30
2715,42,monthly issuance,1997-10-06,1997,10,6
2716,66,monthly issuance,1996-01-08,1996,1,8
2717,74,monthly issuance,1996-07-25,1996,7,25
2718,29,monthly issuance,1995-02-05,1995,2,5
2719,10,monthly issuance,1996-02-08,1996,2,8
2720,2,weekly issuance,1997-06-16,1997,6,16
2721,74,monthly issuance,1997-11-14,1997,11,14
2722,69,monthly issuance,1997-07-24,1997,7,24
2723,75,monthly issuance,1995-03-12,1995,3,12
2724,11,monthly issuance,1996-08-09,1996,8,9
2725,52,monthly issuance,1997-04-02,1997,4,2
2726,18,monthly issuance,1995-04-20,1995,4,20
2727,1,monthly issuance,1995-10-25,1995,10,25
2728,52,weekly issuance,1997-07-06,1997,7,6
2729,40,monthly issuance,1995-01-16,1995,1,16
2730,23,monthly issuance,1996-05-02,1996,5,2
2731,1,monthly issuance,1995-09-26,1995,9,26
2732,5,monthly issuance,1993-07-27,1993,7,27
2733,76,monthly issuance,1993-12-22,1993,12,22
2734,53,monthly issuance,1996-12-16,1996,12,16
2736,72,monthly issuance,1993-07-02,1993,7,2
2737,69,monthly issuance,1996-07-06,1996,7,6
2738,41,monthly issuance,1993-11-12,1993,11,12
2739,59,monthly issuance,1993-11-29,1993,11,29
2740,14,monthly issuance,1994-05-08,1994,5,8
2741,15,monthly issuance,1993-06-07,1993,6,7
2742,23,monthly issuance,1994-10-15,1994,10,15
2743,51,monthly issuance,1997-05-22,1997,5,22
2744,70,weekly issuance,1997-04-19,1997,4,19
2745,60,monthly issuance,1997-09-28,1997,9,28
2746,24,monthly issuance,1996-08-23,1996,8,23
2747,1,monthly issuance,1994-08-14,1994,8,14
2749,1,monthly issuance,1994-05-23,1994,5,23
2750,13,monthly issuance,1995-04-13,1995,4,13
2751,31,monthly issuance,1995-04-28,1995,4,28
2752,74,monthly issuance,1996-05-15,1996,5,15
2753,26,monthly issuance,1996-02-13,1996,2,13
2754,57,weekly issuance,1996-01-26,1996,1,26
2755,20,monthly issuance,1995-01-26,1995,1,26
2756,24,monthly issuance,1997-10-21,1997,10,21
2757,54,monthly issuance,1996-05-14,1996,5,14
2758,70,monthly issuance,1993-05-19,1993,5,19
2759,46,monthly issuance,1996-10-23,1996,10,23
2760,10,monthly issuance,1997-03-14,1997,3,14
2761,1,monthly issuance,1996-12-26,1996,12,26
2762,19,monthly issuance,1993-03-20,1993,3,20
2763,64,monthly issuance,1993-02-11,1993,2,11
2764,53,monthly issuance,1996-08-15,1996,8,15
2765,69,monthly issuance,1997-09-20,1997,9,20
2766,31,monthly issuance,1997-02-20,1997,2,20
2767,54,monthly issuance,1996-03-23,1996,3,23
2768,73,monthly issuance,1993-12-20,1993,12,20
2770,42,monthly issuance,1993-12-25,1993,12,25
2771,37,monthly issuance,1993-08-18,1993,8,18
2772,11,monthly issuance,1996-02-24,1996,2,24
2773,38,monthly issuance,1996-06-23,1996,6,23
2774,42,monthly issuance,1996-02-05,1996,2,5
2775,30,monthly issuance,1997-12-08,1997,12,8
2776,23,monthly issuance,1997-08-10,1997,8,10
2777,62,monthly issuance,1996-12-25,1996,12,25
2778,38,monthly issuance,1993-12-30,1993,12,30
2779,73,monthly issuance,1993-06-15,1993,6,15
2780,63,monthly issuance,1995-12-29,1995,12,29
2781,16,monthly issuance,1995-06-20,1995,6,20
2782,1,monthly issuance,1997-02-27,1997,2,27
2783,43,monthly issuance,1995-11-23,1995,11,23
2784,40,monthly issuance,1997-10-30,1997,10,30
2787,1,monthly issuance,1997-12-07,1997,12,7
2788,54,monthly issuance,1994-10-12,1994,10,12
2789,14,monthly issuance,1994-01-01,1994,1,1
2790,1,monthly issuance,1994-10-18,1994,10,18
2791,25,monthly issuance,1997-12-19,1997,12,19
2792,1,monthly issuance,1996-08-26,1996,8,26
2793,47,monthly issuance,1993-10-09,1993,10,9
2794,74,monthly issuance,1996-08-08,1996,8,8
2795,11,monthly issuance,1996-08-20,1996,8,20
2796,5,weekly issuance,1997-12-08,1997,12,8
2797,74,monthly issuance,1997-02-26,1997,2,26
2798,70,monthly issuance,1994-08-24,1994,8,24
2799,54,weekly issuance,1994-04-03,1994,4,3
2800,41,monthly issuance,1997-05-08,1997,5,8
2801,11,monthly issuance,1996-09-23,1996,9,23
2802,1,monthly issuance,1993-09-16,1993,9,16
2803,58,monthly issuance,1995-12-01,1995,12,1
2804,53,monthly issuance,1996-02-22,1996,2,22
2805,39,monthly issuance,1996-05-20,1996,5,20
2806,53,monthly issuance,1997-06-26,1997,6,26
2807,42,monthly issuance,1996-10-04,1996,10,4
2808,1,monthly issuance,1994-12-18,1994,12,18
2809,73,monthly issuance,1994-12-08,1994,12,8
2810,66,monthly issuance,1995-03-16,1995,3,16
2811,4,monthly issuance,1996-01-02,1996,1,2
2812,18,monthly issuance,1996-07-05,1996,7,5
2813,24,monthly issuance,1993-12-15,1993,12,15
2814,72,monthly issuance,1993-04-25,1993,4,25
2816,74,monthly issuance,1997-05-04,1997,5,4
2817,56,monthly issuance,1993-04-07,1993,4,7
2818,40,monthly issuance,1993-07-21,1993,7,21
2819,35,monthly issuance,1994-07-16,1994,7,16
2820,36,monthly issuance,1997-12-11,1997,12,11
2821,54,monthly issuance,1996-07-12,1996,7,12
2823,57,monthly issuance,1993-04-18,1993,4,18
2824,11,monthly issuance,1993-10-20,1993,10,20
2825,54,monthly issuance,1996-07-10,1996,7,10
2826,35,monthly issuance,1996-11-20,1996,11,20
2827,70,monthly issuance,1996-12-18,1996,12,18
2829,66,monthly issuance,1997-08-18,1997,8,18
2830,20,monthly issuance,1995-08-04,1995,8,4
2831,1,monthly issuance,1997-11-10,1997,11,10
2832,12,monthly issuance,1997-11-22,1997,11,22
2833,64,monthly issuance,1995-08-30,1995,8,30
2834,70,monthly issuance,1995-10-14,1995,10,14
2835,73,monthly issuance,1995-10-03,1995,10,3
2836,42,monthly issuance,1995-11-18,1995,11,18
2837,46,monthly issuance,1996-06-02,1996,6,2
2838,3,weekly issuance,1993-04-13,1993,4,13
2839,70,monthly issuance,1995-04-04,1995,4,4
2840,15,monthly issuance,1994-10-09,1994,10,9
2841,71,monthly issuance,1993-07-27,1993,7,27
2842,14,monthly issuance,1993-12-29,1993,12,29
2843,30,monthly issuance,1997-03-29,1997,3,29
2844,43,monthly issuance,1996-01-19,1996,1,19
2845,62,monthly issuance,1997-08-21,1997,8,21
2846,1,monthly issuance,1997-09-27,1997,9,27
2847,75,monthly issuance,1994-05-08,1994,5,8
2849,1,monthly issuance,1993-09-16,1993,9,16
2850,57,monthly issuance,1997-11-22,1997,11,22
2851,17,monthly issuance,1995-12-02,1995,12,2
2852,70,monthly issuance,1996-12-29,1996,12,29
2853,54,monthly issuance,1995-09-08,1995,9,8
2854,1,monthly issuance,1997-01-18,1997,1,18
2855,27,monthly issuance,1995-08-21,1995,8,21
2856,25,monthly issuance,1995-03-18,1995,3,18
2857,19,monthly issuance,1997-04-28,1997,4,28
2858,56,monthly issuance,1995-08-22,1995,8,22
2859,11,monthly issuance,1993-10-23,1993,10,23
2860,54,weekly issuance,1997-05-30,1997,5,30
2861,38,monthly issuance,1993-02-10,1993,2,10
2862,33,monthly issuance,1993-06-07,1993,6,7
2863,14,monthly issuance,1996-01-21,1996,1,21
2864,54,monthly issuance,1996-03-16,1996,3,16
2865,1,monthly issuance,1995-03-03,1995,3,3
2866,43,monthly issuance,1995-09-13,1995,9,13
2867,30,monthly issuance,1993-11-04,1993,11,4
2868,1,monthly issuance,1994-06-15,1994,6,15
2869,68,monthly issuance,1996-09-27,1996,9,27
2870,1,monthly issuance,1996-06-18,1996,6,18
2871,52,monthly issuance,1995-10-30,1995,10,30
2872,1,monthly issuance,1996-09-04,1996,9,4
2873,70,monthly issuance,1996-12-13,1996,12,13
2874,32,monthly issuance,1997-04-02,1997,4,2
2875,19,monthly issuance,1996-12-24,1996,12,24
2876,52,monthly issuance,1993-04-22,1993,4,22
2877,37,monthly issuance,1995-06-04,1995,6,4
2878,1,monthly issuance,1997-06-14,1997,6,14
2879,15,monthly issuance,1997-10-14,1997,10,14
2880,71,monthly issuance,1993-06-16,1993,6,16
2881,70,monthly issuance,1993-01-04,1993,1,4
2882,44,monthly issuance,1996-07-20,1996,7,20
2883,77,monthly issuance,1997-06-29,1997,6,29
2884,1,monthly issuance,1993-02-08,1993,2,8
2885,1,monthly issuance,1996-09-04,1996,9,4
2886,1,monthly issuance,1994-04-08,1994,4,8
2887,76,monthly issuance,1996-07-13,1996,7,13
2888,19,monthly issuance,1996-05-23,1996,5,23
2889,8,monthly issuance,1996-03-23,1996,3,23
2890,69,monthly issuance,1996-02-07,1996,2,7
2891,42,monthly issuance,1997-05-28,1997,5,28
2892,64,monthly issuance,1997-12-16,1997,12,16
2893,39,monthly issuance,1996-02-08,1996,2,8
2894,17,monthly issuance,1993-08-28,1993,8,28
2895,19,monthly issuance,1993-03-09,1993,3,9
2896,29,monthly issuance,1993-03-30,1993,3,30
2897,51,monthly issuance,1997-10-11,1997,10,11
2898,54,monthly issuance,1996-11-23,1996,11,23
2899,40,monthly issuance,1997-04-03,1997,4,3
2900,20,monthly issuance,1997-05-14,1997,5,14
2901,1,monthly issuance,1997-04-09,1997,4,9
2902,32,monthly issuance,1993-01-28,1993,1,28
2903,38,monthly issuance,1994-05-19,1994,5,19
2904,13,monthly issuance,1996-03-20,1996,3,20
2905,74,monthly issuance,1994-10-03,1994,10,3
2906,49,monthly issuance,1996-09-20,1996,9,20
2907,70,monthly issuance,1993-09-09,1993,9,9
2908,61,monthly issuance,1997-03-16,1997,3,16
2909,58,monthly issuance,1996-04-04,1996,4,4
2910,68,monthly issuance,1997-10-21,1997,10,21
2911,33,monthly issuance,1995-02-25,1995,2,25
2912,74,monthly issuance,1994-07-30,1994,7,30
