disp_id,client_id,account_id,type,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
2705,2705,2233,OWNER,43,m,75,>65,161854,76.30,9425,-1.20,0.78,24.64,2.11
2706,2706,2234,OWNER,3,m,32,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
2707,2707,2235,OWNER,45,m,30,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
2708,2708,2236,OWNER,73,m,41,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
2709,2709,2237,OWNER,26,m,53,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
2712,2712,2239,OWNER,25,m,43,40-50,88757,61.70,8554,4.46,0.21,22.76,2.58
2713,2713,2240,OWNER,36,m,37,25-40,159617,85.20,9198,2.11,0.95,37.36,3.81
2714,2714,2241,OWNER,6,f,29,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
2715,2715,2242,OWNER,7,m,42,40-50,94725,63.40,9920,5.88,0.61,48.22,2.56
2716,2716,2243,OWNER,25,f,30,25-40,88757,61.70,8554,4.46,0.21,22.76,2.58
2717,2717,2244,OWNER,46,m,69,>65,112709,73.50,8369,-2.09,0.52,24.27,2.05
2718,2718,2244,DISPONENT,46,f,67,>65,112709,73.50,8369,-2.09,0.52,24.27,2.05
2719,2719,2245,OWNER,29,f,35,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
2720,2720,2246,OWNER,1,f,50,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2721,2721,2247,OWNER,24,f,49,40-50,122603,80.00,8991,0.61,0.62,42.70,1.70
2724,2724,2250,OWNER,35,m,24,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
2726,2726,2252,OWNER,1,f,26,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2727,2727,2252,DISPONENT,1,m,31,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2728,2728,2253,OWNER,74,m,77,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
2729,2729,2254,OWNER,1,m,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2730,2730,2255,OWNER,52,m,52,25-50,139012,61.90,8363,1.69,0.97,19.29,3.00
2731,2731,2256,OWNER,38,m,72,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
2732,2732,2257,OWNER,57,f,46,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
2733,2733,2258,OWNER,3,f,72,>65,75232,41.70,8980,-0.15,0.26,37.46,2.08
2734,2734,2258,DISPONENT,3,m,65,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
2735,2735,2259,OWNER,64,m,71,>65,197099,74.70,9624,-1.11,0.71,22.19,1.96
2736,2736,2260,OWNER,1,f,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2738,2738,2261,OWNER,1,m,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2739,2739,2262,OWNER,13,m,49,40-50,53921,41.30,8598,5.16,0.49,32.20,3.01
2740,2740,2263,OWNER,36,f,32,25-40,159617,85.20,9198,2.11,0.95,37.36,3.81
2741,2741,2264,OWNER,41,f,69,>65,118650,85.60,9832,-8.21,1.16,50.21,3.90
2742,2742,2265,OWNER,65,f,51,25-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
2743,2743,2266,OWNER,50,f,60,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
2744,2744,2266,DISPONENT,50,m,56,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
2745,2745,2267,OWNER,54,f,60,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
2746,2746,2268,OWNER,1,m,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2747,2747,2269,OWNER,6,m,63,25-50,77963,51.50,8546,6.16,1.07,36.94,3.48
2748,2748,2269,DISPONENT,6,f,63,25-50,77963,51.50,8546,6.16,1.07,36.94,3.48
2749,2749,2270,OWNER,14,f,78,>65,177686,74.80,10045,-1.74,0.29,36.30,1.56
2750,2750,2270,DISPONENT,14,m,86,>65,177686,74.80,10045,-1.74,0.29,36.30,1.56
2751,2751,2271,OWNER,68,f,42,40-50,228848,57.20,9893,1.15,0.63,25.15,4.40
2752,2752,2272,OWNER,48,m,28,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
2754,2754,2274,OWNER,66,f,21,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
2755,2755,2275,OWNER,1,f,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2756,2756,2276,OWNER,31,f,80,>65,51313,59.20,8930,2.42,0.68,27.09,3.86
2758,2758,2278,OWNER,1,m,53,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2759,2759,2279,OWNER,2,m,25,18-25,88884,46.70,8507,5.79,0.18,27.19,1.76
2760,2760,2280,OWNER,68,f,24,18-25,228848,57.20,9893,1.15,0.63,25.15,4.40
2761,2761,2281,OWNER,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2762,2762,2282,OWNER,29,f,46,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
2765,2765,2285,OWNER,36,f,18,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
2766,2766,2286,OWNER,70,m,40,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
2767,2767,2286,DISPONENT,70,f,45,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
2768,2768,2287,OWNER,1,m,35,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2769,2769,2288,OWNER,69,m,62,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
2770,2770,2289,OWNER,1,m,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2771,2771,2290,OWNER,37,m,79,>65,114006,62.30,9065,0.17,0.93,36.46,4.92
2772,2772,2290,DISPONENT,37,f,76,>65,114006,62.30,9065,0.17,0.93,36.46,4.92
2773,2773,2291,OWNER,49,f,80,>65,75685,60.80,8208,6.12,0.37,24.99,2.07
2774,2774,2291,DISPONENT,49,m,78,>65,75685,60.80,8208,6.12,0.37,24.99,2.07
2775,2775,2292,OWNER,41,f,21,18-25,118650,85.60,9832,-8.21,1.16,50.21,3.90
2776,2776,2293,OWNER,31,f,65,25-50,51313,59.20,8930,2.42,0.68,27.09,3.86
2777,2777,2294,OWNER,46,f,29,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
2778,2778,2295,OWNER,57,m,35,25-40,161954,48.00,8720,-0.48,0.77,22.78,4.12
2779,2779,2296,OWNER,29,m,51,25-50,45714,55.60,8843,1.53,0.78,18.66,3.21
2780,2780,2296,DISPONENT,29,f,52,25-50,45714,55.60,8843,1.53,0.78,18.66,3.21
2781,2781,2297,OWNER,46,f,39,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
2782,2782,2298,OWNER,31,m,59,25-50,51313,59.20,8930,2.42,0.68,27.09,3.86
2783,2783,2299,OWNER,1,m,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2784,2784,2300,OWNER,36,f,41,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
2785,2785,2301,OWNER,22,m,37,25-40,58400,52.40,8620,0.48,0.15,18.89,1.18
2786,2786,2302,OWNER,24,m,48,40-50,122603,80.00,8991,0.61,0.62,42.70,1.70
2787,2787,2303,OWNER,41,f,23,18-25,118650,85.60,9832,-8.21,1.16,50.21,3.90
2788,2788,2304,OWNER,49,f,48,40-50,75685,60.80,8208,6.12,0.37,24.99,2.07
2789,2789,2305,OWNER,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2790,2790,2306,OWNER,16,m,24,18-25,93931,56.90,8427,0.42,0.42,20.16,1.33
2791,2791,2307,OWNER,60,m,78,>65,110643,51.90,8441,3.37,1.03,18.67,3.97
2794,2794,2309,OWNER,18,m,34,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
2795,2795,2309,DISPONENT,18,f,31,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
2796,2796,2310,OWNER,15,m,25,18-25,58796,51.90,9045,0.58,0.47,31.67,3.37
2797,2797,2311,OWNER,28,m,49,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
2798,2798,2312,OWNER,65,m,68,>65,114200,43.70,8403,4.91,-0.02,21.34,5.73
2799,2799,2313,OWNER,4,f,38,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
2800,2800,2314,OWNER,2,m,50,40-50,88884,46.70,8507,5.79,0.18,27.19,1.76
2801,2801,2315,OWNER,75,m,80,>65,138032,64.60,8819,3.20,0.28,31.04,5.52
2802,2802,2316,OWNER,1,f,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2803,2803,2317,OWNER,68,m,68,>65,228848,57.20,9893,1.15,0.63,25.15,4.40
2804,2804,2317,DISPONENT,68,f,63,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
2805,2805,2318,OWNER,73,m,35,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
2806,2806,2319,OWNER,58,f,44,40-50,109164,63.60,8757,2.37,0.57,21.45,3.67
2808,2808,2321,OWNER,8,f,25,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
2809,2809,2322,OWNER,33,m,20,18-25,133777,84.70,8705,1.56,1.86,35.54,6.68
2810,2810,2323,OWNER,72,m,28,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
2811,2811,2324,OWNER,1,f,53,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2812,2812,2325,OWNER,55,f,29,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
2813,2813,2326,OWNER,70,m,58,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
2814,2814,2327,OWNER,19,f,26,25-40,51428,52.70,8402,1.94,0.85,20.40,3.55
2815,2815,2328,OWNER,35,m,69,>65,88768,80.50,8867,2.66,0.19,39.45,1.11
2816,2816,2328,DISPONENT,35,f,61,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
2817,2817,2329,OWNER,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2818,2818,2330,OWNER,54,m,36,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
2819,2819,2331,OWNER,8,m,19,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
2820,2820,2332,OWNER,77,m,33,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
2821,2821,2333,OWNER,45,f,19,18-25,77917,53.50,8390,0.54,0.61,26.96,2.58
2822,2822,2334,OWNER,50,m,41,40-50,102609,52.00,8187,0.11,0.62,20.74,5.14
2823,2823,2335,OWNER,70,f,53,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
2824,2824,2336,OWNER,39,m,58,25-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
2825,2825,2337,OWNER,65,m,41,40-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
2826,2826,2338,OWNER,59,m,64,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
2827,2827,2339,OWNER,63,m,76,>65,86513,50.50,8288,-1.18,0.73,17.47,4.15
2828,2828,2340,OWNER,14,f,50,40-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
2829,2829,2341,OWNER,33,f,60,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
2830,2830,2342,OWNER,51,m,25,18-25,121947,70.50,8541,2.81,0.46,30.07,2.74
2831,2831,2343,OWNER,68,f,19,18-25,228848,57.20,9893,1.15,0.63,25.15,4.40
2832,2832,2344,OWNER,13,m,72,>65,53921,41.30,8598,5.16,0.49,32.20,3.01
2833,2833,2344,DISPONENT,13,f,76,>65,53921,41.30,8598,5.16,0.49,32.20,3.01
2834,2834,2345,OWNER,52,m,50,40-50,139012,61.90,8363,1.69,0.97,19.29,3.00
2835,2835,2346,OWNER,27,m,33,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
2836,2836,2347,OWNER,38,f,80,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
2837,2837,2347,DISPONENT,38,m,72,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
2838,2838,2348,OWNER,65,m,34,25-40,114200,43.70,8403,4.91,-0.02,21.34,5.73
2839,2839,2349,OWNER,72,f,71,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
2840,2840,2349,DISPONENT,72,m,65,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
2841,2841,2350,OWNER,18,f,26,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
2842,2842,2351,OWNER,74,m,41,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
2843,2843,2352,OWNER,70,f,33,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
2844,2844,2353,OWNER,51,m,37,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
2845,2845,2354,OWNER,7,m,47,40-50,94725,63.40,9920,5.88,0.61,48.22,2.56
2846,2846,2355,OWNER,1,f,30,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2847,2847,2356,OWNER,34,f,57,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
2848,2848,2356,DISPONENT,34,m,60,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
2849,2849,2357,OWNER,19,m,71,>65,51428,52.70,8402,1.94,0.85,20.40,3.55
2850,2850,2358,OWNER,7,m,29,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
2851,2851,2359,OWNER,54,m,60,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
2852,2852,2360,OWNER,26,f,57,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
2853,2853,2361,OWNER,28,f,43,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
2854,2854,2362,OWNER,16,m,50,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
2855,2855,2362,DISPONENT,16,f,42,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
2856,2856,2363,OWNER,47,m,76,>65,162580,72.80,9538,-4.11,0.30,35.33,1.66
2857,2857,2364,OWNER,33,m,72,>65,133777,84.70,8705,1.56,1.86,35.54,6.68
2858,2858,2365,OWNER,42,f,73,>65,95907,59.10,8388,0.10,0.53,17.34,2.67
2859,2859,2366,OWNER,68,f,71,>65,228848,57.20,9893,1.15,0.63,25.15,4.40
2860,2860,2367,OWNER,28,m,41,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
2862,2862,2369,OWNER,49,f,35,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
2863,2863,2369,DISPONENT,49,m,31,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
2864,2864,2370,OWNER,51,f,47,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
2865,2865,2371,OWNER,15,m,51,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
2866,2866,2371,DISPONENT,15,f,50,40-50,58796,51.90,9045,0.58,0.47,31.67,3.37
2867,2867,2372,OWNER,1,f,39,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2868,2868,2373,OWNER,14,m,66,>65,177686,74.80,10045,-1.74,0.29,36.30,1.56
2869,2869,2374,OWNER,1,m,24,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2870,2870,2375,OWNER,29,m,40,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
2871,2871,2376,OWNER,71,f,32,25-40,161227,69.70,8678,-2.39,-0.36,29.69,5.75
2872,2872,2377,OWNER,77,f,66,>65,148545,53.50,8909,0.88,1.55,23.73,4.79
2873,2873,2378,OWNER,16,f,24,18-25,93931,56.90,8427,0.42,0.42,20.16,1.33
2874,2874,2379,OWNER,34,m,27,25-40,125236,87.70,9675,-1.06,1.25,41.97,7.05
2875,2875,2380,OWNER,46,m,63,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
2876,2876,2381,OWNER,1,m,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2877,2877,2382,OWNER,59,m,67,>65,108871,62.10,8444,-2.66,0.23,22.50,3.36
2878,2878,2383,OWNER,68,m,52,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
2879,2879,2384,OWNER,40,m,22,18-25,128118,85.30,9317,-0.60,0.58,53.94,6.78
2880,2880,2385,OWNER,60,m,47,40-50,110643,51.90,8441,3.37,1.03,18.67,3.97
2881,2881,2386,OWNER,12,f,32,25-40,107870,58.00,8754,0.59,0.48,35.56,4.07
2882,2882,2387,OWNER,70,m,68,>65,285387,89.90,10177,0.81,1.12,35.02,7.19
2883,2883,2388,OWNER,30,m,46,40-50,94812,81.80,9650,-1.91,0.29,30.53,3.52
2884,2884,2389,OWNER,40,f,41,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
2885,2885,2390,OWNER,1,f,34,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2886,2886,2390,DISPONENT,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2887,2887,2391,OWNER,2,f,38,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
2888,2888,2392,OWNER,1,f,21,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2889,2889,2393,OWNER,25,m,56,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
2890,2890,2394,OWNER,62,m,48,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
2891,2891,2394,DISPONENT,62,f,42,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
2892,2892,2395,OWNER,3,f,58,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
2893,2893,2396,OWNER,2,f,72,>65,88884,46.70,8507,5.79,0.18,27.19,1.76
2894,2894,2397,OWNER,70,f,51,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
2895,2895,2398,OWNER,70,f,22,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
2896,2896,2399,OWNER,1,f,24,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2897,2897,2400,OWNER,40,m,74,>65,128118,85.30,9317,-0.60,0.58,53.94,6.78
2898,2898,2400,DISPONENT,40,f,79,>65,128118,85.30,9317,-0.60,0.58,53.94,6.78
2899,2899,2401,OWNER,16,m,81,>65,93931,56.90,8427,0.42,0.42,20.16,1.33
2900,2900,2402,OWNER,18,m,76,>65,70699,65.30,8968,2.40,0.52,25.81,3.09
2901,2901,2403,OWNER,25,f,60,25-50,88757,61.70,8554,4.46,0.21,22.76,2.58
2902,2902,2404,OWNER,8,f,40,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
2903,2903,2404,DISPONENT,8,m,40,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
2904,2904,2405,OWNER,64,f,53,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
2905,2905,2405,DISPONENT,64,m,48,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
2906,2906,2406,OWNER,5,m,65,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
2907,2907,2406,DISPONENT,5,f,67,>65,95616,51.40,9307,4.43,0.58,29.58,4.14
2908,2908,2407,OWNER,1,m,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2909,2909,2408,OWNER,26,m,63,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
2910,2910,2409,OWNER,76,m,63,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
2911,2911,2410,OWNER,45,m,67,>65,77917,53.50,8390,0.54,0.61,26.96,2.58
2912,2912,2410,DISPONENT,45,f,74,>65,77917,53.50,8390,0.54,0.61,26.96,2.58
2913,2913,2411,OWNER,44,m,37,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
2915,2915,2413,OWNER,33,f,45,40-50,133777,84.70,8705,1.56,1.86,35.54,6.68
2916,2916,2414,OWNER,1,m,27,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2917,2917,2415,OWNER,16,m,59,25-50,93931,56.90,8427,0.42,0.42,20.16,1.33
2918,2918,2416,OWNER,5,m,32,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
2919,2919,2416,DISPONENT,5,f,29,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
2920,2920,2417,OWNER,44,f,37,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
2921,2921,2418,OWNER,64,f,23,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
2922,2922,2419,OWNER,43,m,59,25-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
2923,2923,2420,OWNER,35,f,22,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
2924,2924,2421,OWNER,18,f,58,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
2925,2925,2421,DISPONENT,18,m,52,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
2926,2926,2422,OWNER,27,m,65,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
2927,2927,2422,DISPONENT,27,f,70,>65,67298,43.80,8561,1.46,0.64,16.02,0.97
2928,2928,2423,OWNER,38,m,67,>65,85852,59.80,8965,1.97,1.15,31.89,7.66
2929,2929,2424,OWNER,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2930,2930,2425,OWNER,41,m,58,25-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
2932,2932,2427,OWNER,1,f,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2933,2933,2428,OWNER,72,m,57,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
2934,2934,2428,DISPONENT,72,f,51,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
2935,2935,2429,OWNER,61,f,55,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
2936,2936,2430,OWNER,3,f,54,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
2937,2937,2431,OWNER,74,m,50,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
2938,2938,2432,OWNER,8,f,78,>65,112065,69.40,11277,-1.71,0.19,45.36,1.34
2939,2939,2433,OWNER,8,m,81,>65,112065,69.40,11277,-1.71,0.19,45.36,1.34
2940,2940,2434,OWNER,1,m,34,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2941,2941,2435,OWNER,38,m,48,40-50,85852,59.80,8965,1.97,1.15,31.89,7.66
2942,2942,2436,OWNER,67,f,33,25-40,106054,63.10,8110,-1.56,0.78,29.81,6.16
2943,2943,2437,OWNER,1,f,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2944,2944,2438,OWNER,71,f,56,25-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
2945,2945,2439,OWNER,74,m,78,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
2946,2946,2439,DISPONENT,74,f,73,>65,323870,100.00,10673,-1.34,0.69,57.32,5.10
2947,2947,2440,OWNER,19,f,42,40-50,51428,52.70,8402,1.94,0.85,20.40,3.55
2948,2948,2441,OWNER,47,m,21,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
2949,2949,2442,OWNER,14,m,56,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
2950,2950,2443,OWNER,46,m,55,25-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
2951,2951,2444,OWNER,76,f,49,40-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
2952,2952,2445,OWNER,52,f,21,18-25,139012,61.90,8363,1.69,0.97,19.29,3.00
2953,2953,2446,OWNER,3,m,63,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
2954,2954,2447,OWNER,38,f,40,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
2955,2955,2447,DISPONENT,38,m,47,40-50,85852,59.80,8965,1.97,1.15,31.89,7.66
2956,2956,2448,OWNER,23,m,60,25-50,87419,85.50,8624,3.65,0.87,34.76,2.23
2957,2957,2449,OWNER,23,m,21,18-25,87419,85.50,8624,3.65,0.87,34.76,2.23
2958,2958,2450,OWNER,48,m,24,18-25,78955,59.00,9060,0.79,0.66,21.35,2.11
2959,2959,2451,OWNER,54,m,42,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
2960,2960,2452,OWNER,1,m,71,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
2961,2961,2452,DISPONENT,1,f,66,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
2962,2962,2453,OWNER,1,m,61,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2963,2963,2453,DISPONENT,1,f,60,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
2964,2964,2454,OWNER,8,m,21,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
2965,2965,2455,OWNER,30,f,81,>65,94812,81.80,9650,-1.91,0.29,30.53,3.52
2966,2966,2456,OWNER,65,m,44,40-50,114200,43.70,8403,4.91,-0.02,21.34,5.73
2967,2967,2457,OWNER,53,f,38,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
2968,2968,2458,OWNER,40,m,37,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
2969,2969,2459,OWNER,55,m,76,>65,157042,33.90,8743,1.50,0.55,24.05,2.16
2970,2970,2459,DISPONENT,55,f,77,>65,157042,33.90,8743,1.50,0.55,24.05,2.16
2971,2971,2460,OWNER,1,f,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2972,2972,2461,OWNER,1,m,23,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
2974,2974,2463,OWNER,56,f,48,40-50,124605,46.00,8772,2.44,0.29,24.12,4.84
2975,2975,2464,OWNER,33,f,56,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
2976,2976,2465,OWNER,57,f,77,>65,161954,48.00,8720,-0.48,0.77,22.78,4.12
2977,2977,2466,OWNER,39,m,36,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
2978,2978,2467,OWNER,33,f,51,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
2979,2979,2468,OWNER,4,f,38,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
2980,2980,2469,OWNER,11,m,25,18-25,75637,36.50,9622,0.71,0.14,46.30,0.52
2981,2981,2470,OWNER,16,f,50,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
2982,2982,2471,OWNER,6,f,26,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
2983,2983,2471,DISPONENT,6,m,32,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
2984,2984,2472,OWNER,60,f,36,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
2985,2985,2472,DISPONENT,60,m,39,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
2986,2986,2473,OWNER,14,m,47,40-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
2987,2987,2473,DISPONENT,14,f,53,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
2988,2988,2474,OWNER,33,m,38,25-40,133777,84.70,8705,1.56,1.86,35.54,6.68
2989,2989,2475,OWNER,17,f,50,40-50,74062,61.40,8114,2.40,0.24,14.74,2.50
2990,2990,2476,OWNER,32,f,61,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
2991,2991,2476,DISPONENT,32,m,58,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
2992,2992,2477,OWNER,11,m,33,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
2994,2994,2479,OWNER,18,m,36,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
2995,2995,2480,OWNER,35,f,58,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
2996,2996,2481,OWNER,1,m,34,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2997,2997,2482,OWNER,1,f,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
